inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
The car hit the tree and burned; by contrast, the car hit the tree.	0	True	True				; by contrast, 	46
The car hit the tree and burned; in short, the car hit the tree.	0	True	True				; in short, 	43
The car hit the tree and burned; by contrast, the car burned.	0	True	False				; by contrast, 	46
The car hit the tree and burned; in short, the car burned.	0	True	False				; in short, 	43
The car hit the tree and burned; by contrast, the tree hit the car.	0	False	True				; by contrast, 	46
The car hit the tree and burned; in short, the tree hit the car.	0	False	True				; in short, 	43
The car hit the tree and burned; by contrast, the tree burned.	0	False	False				; by contrast, 	46
The car hit the tree and burned; in short, the tree burned.	0	False	False				; in short, 	43
The tree hit the car and burned; by contrast, the tree hit the car.	0	True	True				; by contrast, 	46
The tree hit the car and burned; in short, the tree hit the car.	0	True	True				; in short, 	43
The tree hit the car and burned; by contrast, the tree burned.	0	True	False				; by contrast, 	46
The tree hit the car and burned; in short, the tree burned.	0	True	False				; in short, 	43
The tree hit the car and burned; by contrast, the car hit the tree.	0	False	True				; by contrast, 	46
The tree hit the car and burned; in short, the car hit the tree.	0	False	True				; in short, 	43
The tree hit the car and burned; by contrast, the car burned.	0	False	False				; by contrast, 	46
The tree hit the car and burned; in short, the car burned.	0	False	False				; in short, 	43
The car hit the tree and shook; by contrast, the car hit the tree.	0	True	True				; by contrast, 	45
The car hit the tree and shook; in short, the car hit the tree.	0	True	True				; in short, 	42
The car hit the tree and shook; by contrast, the car shook.	0	True	False				; by contrast, 	45
The car hit the tree and shook; in short, the car shook.	0	True	False				; in short, 	42
The car hit the tree and shook; by contrast, the tree hit the car.	0	False	True				; by contrast, 	45
The car hit the tree and shook; in short, the tree hit the car.	0	False	True				; in short, 	42
The car hit the tree and shook; by contrast, the tree hit the car.	0	False	False				; by contrast, 	45
The car hit the tree and shook; in short, the tree hit the car.	0	False	False				; in short, 	42
The tree hit the car and shook; by contrast, the tree hit the car.	0	True	True				; by contrast, 	45
The tree hit the car and shook; in short, the tree hit the car.	0	True	True				; in short, 	42
The tree hit the car and shook; by contrast, the tree shook.	0	True	False				; by contrast, 	45
The tree hit the car and shook; in short, the tree shook.	0	True	False				; in short, 	42
The tree hit the car and shook; by contrast, the car hit the tree.	0	False	True				; by contrast, 	45
The tree hit the car and shook; in short, the car hit the tree.	0	False	True				; in short, 	42
The tree hit the car and shook; by contrast, the car hit the tree.	0	False	False				; by contrast, 	45
The tree hit the car and shook; in short, the car hit the tree.	0	False	False				; in short, 	42
The grandma kissed the girl and smiled; by contrast, the grandma kissed the girl.	1	True	True				; by contrast, 	53
The grandma kissed the girl and smiled; in short, the grandma kissed the girl.	1	True	True				; in short, 	50
The grandma kissed the girl and smiled; by contrast, the grandma smiled.	1	True	False				; by contrast, 	53
The grandma kissed the girl and smiled; in short, the grandma smiled.	1	True	False				; in short, 	50
The grandma kissed the girl and smiled; by contrast, the girl kissed the grandma.	1	False	True				; by contrast, 	53
The grandma kissed the girl and smiled; in short, the girl kissed the grandma.	1	False	True				; in short, 	50
The grandma kissed the girl and smiled; by contrast, the girl smiled.	1	False	False				; by contrast, 	53
The grandma kissed the girl and smiled; in short, the girl smiled.	1	False	False				; in short, 	50
The girl kissed the grandma and smiled; by contrast, the girl kissed the grandma.	1	True	True				; by contrast, 	53
The girl kissed the grandma and smiled; in short, the girl kissed the grandma.	1	True	True				; in short, 	50
The girl kissed the grandma and smiled; by contrast, the girl smiled.	1	True	False				; by contrast, 	53
The girl kissed the grandma and smiled; in short, the girl smiled.	1	True	False				; in short, 	50
The girl kissed the grandma and smiled; by contrast, the grandma kissed the girl.	1	False	True				; by contrast, 	53
The girl kissed the grandma and smiled; in short, the grandma kissed the girl.	1	False	True				; in short, 	50
The girl kissed the grandma and smiled; by contrast, the grandma smiled.	1	False	False				; by contrast, 	53
The girl kissed the grandma and smiled; in short, the grandma smiled.	1	False	False				; in short, 	50
The grandma kissed the girl and laughed; by contrast, the grandma kissed the girl.	1	True	True				; by contrast, 	54
The grandma kissed the girl and laughed; in short, the grandma kissed the girl.	1	True	True				; in short, 	51
The grandma kissed the girl and laughed; by contrast, the grandma laughed.	1	True	False				; by contrast, 	54
The grandma kissed the girl and laughed; in short, the grandma laughed.	1	True	False				; in short, 	51
The grandma kissed the girl and laughed; by contrast, the girl kissed the grandma.	1	False	True				; by contrast, 	54
The grandma kissed the girl and laughed; in short, the girl kissed the grandma.	1	False	True				; in short, 	51
The grandma kissed the girl and laughed; by contrast, the girl kissed the grandma.	1	False	False				; by contrast, 	54
The grandma kissed the girl and laughed; in short, the girl kissed the grandma.	1	False	False				; in short, 	51
