E_nX	E_X	C_nX	C_X
The car burned and the tree shook {Conn} the car burned.|The car burned and the tree shook {Conn} the tree shook.		The car burned and the tree shook {Conn} the tree burned.|The car burned and the tree shook {Conn} the car shook.	
The tree burned and the car shook {Conn} the tree burned.|The tree burned and the car shook {Conn} the car shook.		The tree burned and the car shook {Conn} the car burned.|The tree burned and the car shook {Conn} the tree shook.	
The car shook and the tree burned {Conn} the car shook.|The car shook and the tree burned {Conn} the tree burned.		The car shook and the tree burned {Conn} the tree shook.|The car shook and the tree burned {Conn} the car burned.	
The tree shook and the car burned {Conn} the tree shook.|The tree shook and the car burned {Conn} the car burned.		The tree shook and the car burned {Conn} the tree burned.|The tree shook and the car burned {Conn} the car shook.	
The grandma smiled and the girl laughed {Conn} the grandma smiled.|The grandma smiled and the girl laughed {Conn} the girl laughed.		The grandma smiled and the girl laughed {Conn} the girl smiled.|The grandma smiled and the girl laughed {Conn} the grandma laughed.	
The girl smiled and the grandma laughed {Conn} the girl smiled.|The girl smiled and the grandma laughed {Conn} the grandma laughed.		The girl smiled and the grandma laughed {Conn} the grandma smiled.|The girl smiled and the grandma laughed {Conn} the girl laughed.	
The grandma laughed and the girl smiled {Conn} the grandma laughed.|The grandma laughed and the girl smiled {Conn} the girl smiled.		The grandma laughed and the girl smiled {Conn} the girl laughed.|The grandma laughed and the girl smiled {Conn} the grandma smiled.	
The girl laughed and the grandma smiled {Conn} the girl laughed.|The girl laughed and the grandma smiled {Conn} the grandma smiled.		The girl laughed and the grandma smiled {Conn} the girl smiled.|The girl laughed and the grandma smiled {Conn} the grandma laughed.	
The dog jumped and the cat hid {Conn} the dog jumped.|The dog jumped and the cat hid {Conn} the cat hid.		The dog jumped and the cat hid {Conn} the cat jumped.|The dog jumped and the cat hid {Conn} the dog hid.	
The cat jumped and the dog hid {Conn} the cat jumped.|The cat jumped and the dog hid {Conn} the dog hid.		The cat jumped and the dog hid {Conn} the dog jumped.|The cat jumped and the dog hid {Conn} the cat hid.	
The dog hid and the cat jumped {Conn} the dog hid.|The dog hid and the cat jumped {Conn} the cat jumped.		The dog hid and the cat jumped {Conn} the cat hid.|The dog hid and the cat jumped {Conn} the dog jumped.	
The cat hid and the dog jumped {Conn} the cat hid.|The cat hid and the dog jumped {Conn} the dog jumped.		The cat hid and the dog jumped {Conn} the cat jumped.|The cat hid and the dog jumped {Conn} the dog hid.	
The lion growled and the tiger yawned {Conn} the lion growled.|The lion growled and the tiger yawned {Conn} the tiger yawned.		The lion growled and the tiger yawned {Conn} the tiger growled.|The lion growled and the tiger yawned {Conn} the lion yawned.	
The tiger growled and the lion yawned {Conn} the tiger growled.|The tiger growled and the lion yawned {Conn} the lion yawned.		The tiger growled and the lion yawned {Conn} the lion growled.|The tiger growled and the lion yawned {Conn} the tiger yawned.	
