inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
Near the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	Near			; by contrast, 	57
Near the car , the tree burned and shook; in short, the tree burned.	0	True	True	Near			; in short, 	54
Near the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	Near			; by contrast, 	55
Near the car , the tree burned and shook; in short, the tree burned.	0	True	True	Near			; in short, 	52
Near the car , the tree burned and shook; by contrast, the tree shook.	0	True	True	Near			; by contrast, 	57
Near the car , the tree burned and shook; in short, the tree shook.	0	True	True	Near			; in short, 	54
Near the car , the tree burned and shook; by contrast, the tree shook.	0	True	True	Near			; by contrast, 	55
Near the car , the tree burned and shook; in short, the tree shook.	0	True	True	Near			; in short, 	52
Near the car , the tree burned and shook; by contrast, the car burned.	0	False	True	Near			; by contrast, 	57
Near the car , the tree burned and shook; in short, the car burned.	0	False	True	Near			; in short, 	54
Near the car , the tree burned and shook; by contrast, the car burned.	0	False	True	Near			; by contrast, 	55
Near the car , the tree burned and shook; in short, the car burned.	0	False	True	Near			; in short, 	52
Near the car , the tree burned and shook; by contrast, the car shook.	0	False	True	Near			; by contrast, 	57
Near the car , the tree burned and shook; in short, the car shook.	0	False	True	Near			; in short, 	54
Near the car , the tree burned and shook; by contrast, the car shook.	0	False	True	Near			; by contrast, 	55
Near the car , the tree burned and shook; in short, the car shook.	0	False	True	Near			; in short, 	52
Near the tree , the car burned and shook; by contrast, the car burned.	0	True	True	Near			; by contrast, 	57
Near the tree , the car burned and shook; in short, the car burned.	0	True	True	Near			; in short, 	54
Near the tree , the car burned and shook; by contrast, the car burned.	0	True	True	Near			; by contrast, 	55
Near the tree , the car burned and shook; in short, the car burned.	0	True	True	Near			; in short, 	52
Near the tree , the car burned and shook; by contrast, the car shook.	0	True	True	Near			; by contrast, 	57
Near the tree , the car burned and shook; in short, the car shook.	0	True	True	Near			; in short, 	54
Near the tree , the car burned and shook; by contrast, the car shook.	0	True	True	Near			; by contrast, 	55
Near the tree , the car burned and shook; in short, the car shook.	0	True	True	Near			; in short, 	52
Near the tree , the car burned and shook; by contrast, the tree burned.	0	False	True	Near			; by contrast, 	57
Near the tree , the car burned and shook; in short, the tree burned.	0	False	True	Near			; in short, 	54
Near the tree , the car burned and shook; by contrast, the tree burned.	0	False	True	Near			; by contrast, 	55
Near the tree , the car burned and shook; in short, the tree burned.	0	False	True	Near			; in short, 	52
Near the tree , the car burned and shook; by contrast, the tree shook.	0	False	True	Near			; by contrast, 	57
Near the tree , the car burned and shook; in short, the tree shook.	0	False	True	Near			; in short, 	54
Near the tree , the car burned and shook; by contrast, the tree shook.	0	False	True	Near			; by contrast, 	55
Near the tree , the car burned and shook; in short, the tree shook.	0	False	True	Near			; in short, 	52
Near the car , the tree shook and burned; by contrast, the tree shook.	0	True	True	Near			; by contrast, 	57
Near the car , the tree shook and burned; in short, the tree shook.	0	True	True	Near			; in short, 	54
Near the car , the tree shook and burned; by contrast, the tree shook.	0	True	True	Near			; by contrast, 	55
Near the car , the tree shook and burned; in short, the tree shook.	0	True	True	Near			; in short, 	52
Near the car , the tree shook and burned; by contrast, the tree burned.	0	True	True	Near			; by contrast, 	57
Near the car , the tree shook and burned; in short, the tree burned.	0	True	True	Near			; in short, 	54
Near the car , the tree shook and burned; by contrast, the tree burned.	0	True	True	Near			; by contrast, 	55
Near the car , the tree shook and burned; in short, the tree burned.	0	True	True	Near			; in short, 	52
Near the car , the tree shook and burned; by contrast, the car shook.	0	False	True	Near			; by contrast, 	57
Near the car , the tree shook and burned; in short, the car shook.	0	False	True	Near			; in short, 	54
Near the car , the tree shook and burned; by contrast, the car shook.	0	False	True	Near			; by contrast, 	55
Near the car , the tree shook and burned; in short, the car shook.	0	False	True	Near			; in short, 	52
Near the car , the tree shook and burned; by contrast, the car burned.	0	False	True	Near			; by contrast, 	57
Near the car , the tree shook and burned; in short, the car burned.	0	False	True	Near			; in short, 	54
Near the car , the tree shook and burned; by contrast, the car burned.	0	False	True	Near			; by contrast, 	55
Near the car , the tree shook and burned; in short, the car burned.	0	False	True	Near			; in short, 	52
Near the tree , the car shook and burned; by contrast, the car shook.	0	True	True	Near			; by contrast, 	57
Near the tree , the car shook and burned; in short, the car shook.	0	True	True	Near			; in short, 	54
Near the tree , the car shook and burned; by contrast, the car shook.	0	True	True	Near			; by contrast, 	55
Near the tree , the car shook and burned; in short, the car shook.	0	True	True	Near			; in short, 	52
Near the tree , the car shook and burned; by contrast, the car burned.	0	True	True	Near			; by contrast, 	57
Near the tree , the car shook and burned; in short, the car burned.	0	True	True	Near			; in short, 	54
Near the tree , the car shook and burned; by contrast, the car burned.	0	True	True	Near			; by contrast, 	55
Near the tree , the car shook and burned; in short, the car burned.	0	True	True	Near			; in short, 	52
Near the tree , the car shook and burned; by contrast, the tree shook.	0	False	True	Near			; by contrast, 	57
Near the tree , the car shook and burned; in short, the tree shook.	0	False	True	Near			; in short, 	54
Near the tree , the car shook and burned; by contrast, the tree shook.	0	False	True	Near			; by contrast, 	55
Near the tree , the car shook and burned; in short, the tree shook.	0	False	True	Near			; in short, 	52
Near the tree , the car shook and burned; by contrast, the tree burned.	0	False	True	Near			; by contrast, 	57
Near the tree , the car shook and burned; in short, the tree burned.	0	False	True	Near			; in short, 	54
Near the tree , the car shook and burned; by contrast, the tree burned.	0	False	True	Near			; by contrast, 	55
Near the tree , the car shook and burned; in short, the tree burned.	0	False	True	Near			; in short, 	52
Near the grandma , the girl smiled and laughed; by contrast, the girl smiled.	1	True	True	Near			; by contrast, 	63
Near the grandma , the girl smiled and laughed; in short, the girl smiled.	1	True	True	Near			; in short, 	60
Near the grandma , the girl smiled and laughed; by contrast, the girl smiled.	1	True	True	Near			; by contrast, 	61
Near the grandma , the girl smiled and laughed; in short, the girl smiled.	1	True	True	Near			; in short, 	58
Near the grandma , the girl smiled and laughed; by contrast, the girl laughed.	1	True	True	Near			; by contrast, 	63
Near the grandma , the girl smiled and laughed; in short, the girl laughed.	1	True	True	Near			; in short, 	60
Near the grandma , the girl smiled and laughed; by contrast, the girl laughed.	1	True	True	Near			; by contrast, 	61
Near the grandma , the girl smiled and laughed; in short, the girl laughed.	1	True	True	Near			; in short, 	58
Near the grandma , the girl smiled and laughed; by contrast, the grandma smiled.	1	False	True	Near			; by contrast, 	63
Near the grandma , the girl smiled and laughed; in short, the grandma smiled.	1	False	True	Near			; in short, 	60
Near the grandma , the girl smiled and laughed; by contrast, the grandma smiled.	1	False	True	Near			; by contrast, 	61
Near the grandma , the girl smiled and laughed; in short, the grandma smiled.	1	False	True	Near			; in short, 	58
Near the grandma , the girl smiled and laughed; by contrast, the grandma laughed.	1	False	True	Near			; by contrast, 	63
Near the grandma , the girl smiled and laughed; in short, the grandma laughed.	1	False	True	Near			; in short, 	60
Near the grandma , the girl smiled and laughed; by contrast, the grandma laughed.	1	False	True	Near			; by contrast, 	61
Near the grandma , the girl smiled and laughed; in short, the grandma laughed.	1	False	True	Near			; in short, 	58
Near the girl , the grandma smiled and laughed; by contrast, the grandma smiled.	1	True	True	Near			; by contrast, 	63
Near the girl , the grandma smiled and laughed; in short, the grandma smiled.	1	True	True	Near			; in short, 	60
Near the girl , the grandma smiled and laughed; by contrast, the grandma smiled.	1	True	True	Near			; by contrast, 	61
Near the girl , the grandma smiled and laughed; in short, the grandma smiled.	1	True	True	Near			; in short, 	58
Near the girl , the grandma smiled and laughed; by contrast, the grandma laughed.	1	True	True	Near			; by contrast, 	63
Near the girl , the grandma smiled and laughed; in short, the grandma laughed.	1	True	True	Near			; in short, 	60
Near the girl , the grandma smiled and laughed; by contrast, the grandma laughed.	1	True	True	Near			; by contrast, 	61
Near the girl , the grandma smiled and laughed; in short, the grandma laughed.	1	True	True	Near			; in short, 	58
Near the girl , the grandma smiled and laughed; by contrast, the girl smiled.	1	False	True	Near			; by contrast, 	63
Near the girl , the grandma smiled and laughed; in short, the girl smiled.	1	False	True	Near			; in short, 	60
Near the girl , the grandma smiled and laughed; by contrast, the girl smiled.	1	False	True	Near			; by contrast, 	61
Near the girl , the grandma smiled and laughed; in short, the girl smiled.	1	False	True	Near			; in short, 	58
Near the girl , the grandma smiled and laughed; by contrast, the girl laughed.	1	False	True	Near			; by contrast, 	63
Near the girl , the grandma smiled and laughed; in short, the girl laughed.	1	False	True	Near			; in short, 	60
Near the girl , the grandma smiled and laughed; by contrast, the girl laughed.	1	False	True	Near			; by contrast, 	61
Near the girl , the grandma smiled and laughed; in short, the girl laughed.	1	False	True	Near			; in short, 	58
Near the grandma , the girl laughed and smiled; by contrast, the girl laughed.	1	True	True	Near			; by contrast, 	63
Near the grandma , the girl laughed and smiled; in short, the girl laughed.	1	True	True	Near			; in short, 	60
Near the grandma , the girl laughed and smiled; by contrast, the girl laughed.	1	True	True	Near			; by contrast, 	61
Near the grandma , the girl laughed and smiled; in short, the girl laughed.	1	True	True	Near			; in short, 	58
Near the grandma , the girl laughed and smiled; by contrast, the girl smiled.	1	True	True	Near			; by contrast, 	63
Near the grandma , the girl laughed and smiled; in short, the girl smiled.	1	True	True	Near			; in short, 	60
Near the grandma , the girl laughed and smiled; by contrast, the girl smiled.	1	True	True	Near			; by contrast, 	61
Near the grandma , the girl laughed and smiled; in short, the girl smiled.	1	True	True	Near			; in short, 	58
Near the grandma , the girl laughed and smiled; by contrast, the grandma laughed.	1	False	True	Near			; by contrast, 	63
Near the grandma , the girl laughed and smiled; in short, the grandma laughed.	1	False	True	Near			; in short, 	60
Near the grandma , the girl laughed and smiled; by contrast, the grandma laughed.	1	False	True	Near			; by contrast, 	61
Near the grandma , the girl laughed and smiled; in short, the grandma laughed.	1	False	True	Near			; in short, 	58
Near the grandma , the girl laughed and smiled; by contrast, the grandma smiled.	1	False	True	Near			; by contrast, 	63
Near the grandma , the girl laughed and smiled; in short, the grandma smiled.	1	False	True	Near			; in short, 	60
Near the grandma , the girl laughed and smiled; by contrast, the grandma smiled.	1	False	True	Near			; by contrast, 	61
Near the grandma , the girl laughed and smiled; in short, the grandma smiled.	1	False	True	Near			; in short, 	58
Near the girl , the grandma laughed and smiled; by contrast, the grandma laughed.	1	True	True	Near			; by contrast, 	63
Near the girl , the grandma laughed and smiled; in short, the grandma laughed.	1	True	True	Near			; in short, 	60
Near the girl , the grandma laughed and smiled; by contrast, the grandma laughed.	1	True	True	Near			; by contrast, 	61
Near the girl , the grandma laughed and smiled; in short, the grandma laughed.	1	True	True	Near			; in short, 	58
Near the girl , the grandma laughed and smiled; by contrast, the grandma smiled.	1	True	True	Near			; by contrast, 	63
Near the girl , the grandma laughed and smiled; in short, the grandma smiled.	1	True	True	Near			; in short, 	60
Near the girl , the grandma laughed and smiled; by contrast, the grandma smiled.	1	True	True	Near			; by contrast, 	61
Near the girl , the grandma laughed and smiled; in short, the grandma smiled.	1	True	True	Near			; in short, 	58
Near the girl , the grandma laughed and smiled; by contrast, the girl laughed.	1	False	True	Near			; by contrast, 	63
Near the girl , the grandma laughed and smiled; in short, the girl laughed.	1	False	True	Near			; in short, 	60
Near the girl , the grandma laughed and smiled; by contrast, the girl laughed.	1	False	True	Near			; by contrast, 	61
Near the girl , the grandma laughed and smiled; in short, the girl laughed.	1	False	True	Near			; in short, 	58
Near the girl , the grandma laughed and smiled; by contrast, the girl smiled.	1	False	True	Near			; by contrast, 	63
Near the girl , the grandma laughed and smiled; in short, the girl smiled.	1	False	True	Near			; in short, 	60
Near the girl , the grandma laughed and smiled; by contrast, the girl smiled.	1	False	True	Near			; by contrast, 	61
Near the girl , the grandma laughed and smiled; in short, the girl smiled.	1	False	True	Near			; in short, 	58
Near the dog , the cat jumped and hid; by contrast, the cat jumped.	2	True	True	Near			; by contrast, 	54
Near the dog , the cat jumped and hid; in short, the cat jumped.	2	True	True	Near			; in short, 	51
Near the dog , the cat jumped and hid; by contrast, the cat jumped.	2	True	True	Near			; by contrast, 	52
Near the dog , the cat jumped and hid; in short, the cat jumped.	2	True	True	Near			; in short, 	49
Near the dog , the cat jumped and hid; by contrast, the cat hid.	2	True	True	Near			; by contrast, 	54
Near the dog , the cat jumped and hid; in short, the cat hid.	2	True	True	Near			; in short, 	51
Near the dog , the cat jumped and hid; by contrast, the cat hid.	2	True	True	Near			; by contrast, 	52
Near the dog , the cat jumped and hid; in short, the cat hid.	2	True	True	Near			; in short, 	49
Near the dog , the cat jumped and hid; by contrast, the dog jumped.	2	False	True	Near			; by contrast, 	54
Near the dog , the cat jumped and hid; in short, the dog jumped.	2	False	True	Near			; in short, 	51
Near the dog , the cat jumped and hid; by contrast, the dog jumped.	2	False	True	Near			; by contrast, 	52
Near the dog , the cat jumped and hid; in short, the dog jumped.	2	False	True	Near			; in short, 	49
Near the dog , the cat jumped and hid; by contrast, the dog hid.	2	False	True	Near			; by contrast, 	54
Near the dog , the cat jumped and hid; in short, the dog hid.	2	False	True	Near			; in short, 	51
Near the dog , the cat jumped and hid; by contrast, the dog hid.	2	False	True	Near			; by contrast, 	52
Near the dog , the cat jumped and hid; in short, the dog hid.	2	False	True	Near			; in short, 	49
Near the cat , the dog jumped and hid; by contrast, the dog jumped.	2	True	True	Near			; by contrast, 	54
Near the cat , the dog jumped and hid; in short, the dog jumped.	2	True	True	Near			; in short, 	51
Near the cat , the dog jumped and hid; by contrast, the dog jumped.	2	True	True	Near			; by contrast, 	52
Near the cat , the dog jumped and hid; in short, the dog jumped.	2	True	True	Near			; in short, 	49
Near the cat , the dog jumped and hid; by contrast, the dog hid.	2	True	True	Near			; by contrast, 	54
Near the cat , the dog jumped and hid; in short, the dog hid.	2	True	True	Near			; in short, 	51
Near the cat , the dog jumped and hid; by contrast, the dog hid.	2	True	True	Near			; by contrast, 	52
Near the cat , the dog jumped and hid; in short, the dog hid.	2	True	True	Near			; in short, 	49
Near the cat , the dog jumped and hid; by contrast, the cat jumped.	2	False	True	Near			; by contrast, 	54
Near the cat , the dog jumped and hid; in short, the cat jumped.	2	False	True	Near			; in short, 	51
Near the cat , the dog jumped and hid; by contrast, the cat jumped.	2	False	True	Near			; by contrast, 	52
Near the cat , the dog jumped and hid; in short, the cat jumped.	2	False	True	Near			; in short, 	49
Near the cat , the dog jumped and hid; by contrast, the cat hid.	2	False	True	Near			; by contrast, 	54
Near the cat , the dog jumped and hid; in short, the cat hid.	2	False	True	Near			; in short, 	51
Near the cat , the dog jumped and hid; by contrast, the cat hid.	2	False	True	Near			; by contrast, 	52
Near the cat , the dog jumped and hid; in short, the cat hid.	2	False	True	Near			; in short, 	49
Near the dog , the cat hid and jumped; by contrast, the cat hid.	2	True	True	Near			; by contrast, 	54
Near the dog , the cat hid and jumped; in short, the cat hid.	2	True	True	Near			; in short, 	51
Near the dog , the cat hid and jumped; by contrast, the cat hid.	2	True	True	Near			; by contrast, 	52
Near the dog , the cat hid and jumped; in short, the cat hid.	2	True	True	Near			; in short, 	49
Near the dog , the cat hid and jumped; by contrast, the cat jumped.	2	True	True	Near			; by contrast, 	54
Near the dog , the cat hid and jumped; in short, the cat jumped.	2	True	True	Near			; in short, 	51
Near the dog , the cat hid and jumped; by contrast, the cat jumped.	2	True	True	Near			; by contrast, 	52
Near the dog , the cat hid and jumped; in short, the cat jumped.	2	True	True	Near			; in short, 	49
Near the dog , the cat hid and jumped; by contrast, the dog hid.	2	False	True	Near			; by contrast, 	54
Near the dog , the cat hid and jumped; in short, the dog hid.	2	False	True	Near			; in short, 	51
Near the dog , the cat hid and jumped; by contrast, the dog hid.	2	False	True	Near			; by contrast, 	52
Near the dog , the cat hid and jumped; in short, the dog hid.	2	False	True	Near			; in short, 	49
Near the dog , the cat hid and jumped; by contrast, the dog jumped.	2	False	True	Near			; by contrast, 	54
Near the dog , the cat hid and jumped; in short, the dog jumped.	2	False	True	Near			; in short, 	51
Near the dog , the cat hid and jumped; by contrast, the dog jumped.	2	False	True	Near			; by contrast, 	52
Near the dog , the cat hid and jumped; in short, the dog jumped.	2	False	True	Near			; in short, 	49
Near the cat , the dog hid and jumped; by contrast, the dog hid.	2	True	True	Near			; by contrast, 	54
Near the cat , the dog hid and jumped; in short, the dog hid.	2	True	True	Near			; in short, 	51
Near the cat , the dog hid and jumped; by contrast, the dog hid.	2	True	True	Near			; by contrast, 	52
Near the cat , the dog hid and jumped; in short, the dog hid.	2	True	True	Near			; in short, 	49
Near the cat , the dog hid and jumped; by contrast, the dog jumped.	2	True	True	Near			; by contrast, 	54
Near the cat , the dog hid and jumped; in short, the dog jumped.	2	True	True	Near			; in short, 	51
Near the cat , the dog hid and jumped; by contrast, the dog jumped.	2	True	True	Near			; by contrast, 	52
Near the cat , the dog hid and jumped; in short, the dog jumped.	2	True	True	Near			; in short, 	49
Near the cat , the dog hid and jumped; by contrast, the cat hid.	2	False	True	Near			; by contrast, 	54
Near the cat , the dog hid and jumped; in short, the cat hid.	2	False	True	Near			; in short, 	51
Near the cat , the dog hid and jumped; by contrast, the cat hid.	2	False	True	Near			; by contrast, 	52
Near the cat , the dog hid and jumped; in short, the cat hid.	2	False	True	Near			; in short, 	49
Near the cat , the dog hid and jumped; by contrast, the cat jumped.	2	False	True	Near			; by contrast, 	54
Near the cat , the dog hid and jumped; in short, the cat jumped.	2	False	True	Near			; in short, 	51
Near the cat , the dog hid and jumped; by contrast, the cat jumped.	2	False	True	Near			; by contrast, 	52
Near the cat , the dog hid and jumped; in short, the cat jumped.	2	False	True	Near			; in short, 	49
Near the lion , the tiger growled and yawned; by contrast, the tiger growled.	3	True	True	Near			; by contrast, 	61
Near the lion , the tiger growled and yawned; in short, the tiger growled.	3	True	True	Near			; in short, 	58
Near the lion , the tiger growled and yawned; by contrast, the tiger growled.	3	True	True	Near			; by contrast, 	59
Near the lion , the tiger growled and yawned; in short, the tiger growled.	3	True	True	Near			; in short, 	56
Near the lion , the tiger growled and yawned; by contrast, the tiger yawned.	3	True	True	Near			; by contrast, 	61
Near the lion , the tiger growled and yawned; in short, the tiger yawned.	3	True	True	Near			; in short, 	58
Near the lion , the tiger growled and yawned; by contrast, the tiger yawned.	3	True	True	Near			; by contrast, 	59
