inference	item	correct	crossing	subform.id
{E/D} the car {Comp} hit the tree{Conn}the car hit the tree.	0	True	True	1
{E/D} the car {Comp} hit the tree{Conn}the tree hit the car.	0	False	True	1
{E/D} the tree {Comp} hit the car{Conn}the tree hit the car.	0	True	True	1
{E/D} the tree {Comp} hit the car{Conn}the car hit the tree.	0	False	True	1
{E/D} the grandma {Comp} kissed the girl{Conn}the grandma kissed the girl.	1	True	True	1
{E/D} the grandma {Comp} kissed the girl{Conn}the girl kissed the grandma.	1	False	True	1
{E/D} the girl {Comp} kissed the grandma{Conn}the girl kissed the grandma.	1	True	True	1
{E/D} the girl {Comp} kissed the grandma{Conn}the grandma kissed the girl.	1	False	True	1
{E/D} the dog {Comp} bit the cat{Conn}the dog bit the cat.	2	True	True	1
{E/D} the dog {Comp} bit the cat{Conn}the cat bit the dog.	2	False	True	1
{E/D} the cat {Comp} bit the dog{Conn}the cat bit the dog.	2	True	True	1
{E/D} the cat {Comp} bit the dog{Conn}the dog bit the cat.	2	False	True	1
{E/D} the lion {Comp} chased the tiger{Conn}the lion chased the tiger.	3	True	True	1
{E/D} the lion {Comp} chased the tiger{Conn}the tiger chased the lion.	3	False	True	1
{E/D} the tiger {Comp} chased the lion{Conn}the tiger chased the lion.	3	True	True	1
{E/D} the tiger {Comp} chased the lion{Conn}the lion chased the tiger.	3	False	True	1
{E/D} the doctor {Comp} reviewed the patient{Conn}the doctor reviewed the patient.	4	True	True	1
{E/D} the doctor {Comp} reviewed the patient{Conn}the patient reviewed the doctor.	4	False	True	1
{E/D} the patient {Comp} reviewed the doctor{Conn}the patient reviewed the doctor.	4	True	True	1
{E/D} the patient {Comp} reviewed the doctor{Conn}the doctor reviewed the patient.	4	False	True	1
{E/D} the President {Comp} noticed the beaurocrat{Conn}the President noticed the beaurocrat.	5	True	True	1
{E/D} the President {Comp} noticed the beaurocrat{Conn}the beaurocrat noticed the President.	5	False	True	1
{E/D} the beaurocrat {Comp} noticed the President{Conn}the beaurocrat noticed the President.	5	True	True	1
{E/D} the beaurocrat {Comp} noticed the President{Conn}the President noticed the beaurocrat.	5	False	True	1
{E/D} the bride {Comp} slapped the priest{Conn}the bride slapped the priest.	6	True	True	1
{E/D} the bride {Comp} slapped the priest{Conn}the priest slapped the bride.	6	False	True	1
{E/D} the priest {Comp} slapped the bride{Conn}the priest slapped the bride.	6	True	True	1
{E/D} the priest {Comp} slapped the bride{Conn}the bride slapped the priest.	6	False	True	1
{E/D} the bee {Comp} appreciated the flower{Conn}the bee appreciated the flower.	7	True	True	1
{E/D} the bee {Comp} appreciated the flower{Conn}the flower appreciated the bee.	7	False	True	1
{E/D} the flower {Comp} appreciated the bee{Conn}the flower appreciated the bee.	7	True	True	1
{E/D} the flower {Comp} appreciated the bee{Conn}the bee appreciated the flower.	7	False	True	1
{E/D} the baby {Comp} loved the nurse{Conn}the baby loved the nurse.	8	True	True	1
{E/D} the baby {Comp} loved the nurse{Conn}the nurse loved the baby.	8	False	True	1
{E/D} the nurse {Comp} loved the baby{Conn}the nurse loved the baby.	8	True	True	1
{E/D} the nurse {Comp} loved the baby{Conn}the baby loved the nurse.	8	False	True	1
{E/D} the virus {Comp} stopped the antibodies{Conn}the virus stopped the antibodies.	9	True	True	1
{E/D} the virus {Comp} stopped the antibodies{Conn}the antibodies stopped the virus.	9	False	True	1
{E/D} the antibodies {Comp} stopped the virus{Conn}the antibodies stopped the virus.	9	True	True	1
