Surprisal	Preposition	E/D	Connective	Crossing
50.35112762451172			. Thus, 	E_X
51.60344314575195			. That is, 	E_X
50.35845184326172			. Therefore, 	E_X
52.14235305786133			. In short, 	E_X
51.469398498535156			. Again, 	E_X
54.68291091918945			. I repeat, 	E_X
49.85863494873047			; thus, 	E_X
49.775978088378906			; that is, 	E_X
50.37016677856445			; therefore, 	E_X
51.609867095947266			; in short, 	E_X
51.596336364746094			; again, 	E_X
54.061553955078125			; I repeat, 	E_X
50.35112762451172			. Thus, 	E_X
51.60344314575195			. That is, 	E_X
50.35845184326172			. Therefore, 	E_X
52.14235305786133			. In short, 	E_X
51.469398498535156			. Again, 	E_X
54.68291091918945			. I repeat, 	E_X
49.85863494873047			; thus, 	E_X
49.775978088378906			; that is, 	E_X
50.37016677856445			; therefore, 	E_X
51.609867095947266			; in short, 	E_X
51.596336364746094			; again, 	E_X
54.061553955078125			; I repeat, 	E_X
34.33156967163086			. Thus, 	E_X
35.950584411621094			. That is, 	E_X
34.432342529296875			. Therefore, 	E_X
35.92152404785156			. In short, 	E_X
35.59874725341797			. Again, 	E_X
35.666141510009766			. I repeat, 	E_X
33.13888168334961			; thus, 	E_X
34.43815231323242			; that is, 	E_X
33.28555679321289			; therefore, 	E_X
35.12995529174805			; in short, 	E_X
34.233154296875			; again, 	E_X
34.202693939208984			; I repeat, 	E_X
34.33156967163086			. Thus, 	E_X
35.950584411621094			. That is, 	E_X
34.432342529296875			. Therefore, 	E_X
35.92152404785156			. In short, 	E_X
35.59874725341797			. Again, 	E_X
35.666141510009766			. I repeat, 	E_X
33.13888168334961			; thus, 	E_X
34.43815231323242			; that is, 	E_X
33.28555679321289			; therefore, 	E_X
35.12995529174805			; in short, 	E_X
34.233154296875			; again, 	E_X
34.202693939208984			; I repeat, 	E_X
51.941925048828125			. Thus, 	C_X
53.37469482421875			. That is, 	C_X
51.981834411621094			. Therefore, 	C_X
53.46415328979492			. In short, 	C_X
53.13499450683594			. Again, 	C_X
57.51344299316406			. I repeat, 	C_X
51.13179397583008			; thus, 	C_X
51.235679626464844			; that is, 	C_X
51.811805725097656			; therefore, 	C_X
52.760581970214844			; in short, 	C_X
52.75083923339844			; again, 	C_X
56.57212829589844			; I repeat, 	C_X
51.941925048828125			. Thus, 	C_X
53.37469482421875			. That is, 	C_X
51.981834411621094			. Therefore, 	C_X
53.46415328979492			. In short, 	C_X
53.13499450683594			. Again, 	C_X
57.51344299316406			. I repeat, 	C_X
51.13179397583008			; thus, 	C_X
51.235679626464844			; that is, 	C_X
51.811805725097656			; therefore, 	C_X
52.760581970214844			; in short, 	C_X
52.75083923339844			; again, 	C_X
56.57212829589844			; I repeat, 	C_X
33.3359375			. Thus, 	C_X
34.72846603393555			. That is, 	C_X
33.413475036621094			. Therefore, 	C_X
35.240238189697266			. In short, 	C_X
35.13690185546875			. Again, 	C_X
34.076698303222656			. I repeat, 	C_X
32.55911636352539			; thus, 	C_X
33.04979705810547			; that is, 	C_X
32.798301696777344			; therefore, 	C_X
34.4948616027832			; in short, 	C_X
34.23040008544922			; again, 	C_X
33.163597106933594			; I repeat, 	C_X
33.3359375			. Thus, 	C_X
34.72846603393555			. That is, 	C_X
33.413475036621094			. Therefore, 	C_X
35.240238189697266			. In short, 	C_X
35.13690185546875			. Again, 	C_X
34.076698303222656			. I repeat, 	C_X
32.55911636352539			; thus, 	C_X
33.04979705810547			; that is, 	C_X
32.798301696777344			; therefore, 	C_X
34.4948616027832			; in short, 	C_X
34.23040008544922			; again, 	C_X
33.163597106933594			; I repeat, 	C_X
51.77798843383789			. Thus, 	E_X
53.098609924316406			. That is, 	E_X
51.78886413574219			. Therefore, 	E_X
53.12226486206055			. In short, 	E_X
52.86018371582031			. Again, 	E_X
55.59861373901367			. I repeat, 	E_X
50.722740173339844			; thus, 	E_X
51.38216781616211			; that is, 	E_X
51.396400451660156			; therefore, 	E_X
52.21955871582031			; in short, 	E_X
52.3438606262207			; again, 	E_X
54.485931396484375			; I repeat, 	E_X
51.77798843383789			. Thus, 	E_X
53.098609924316406			. That is, 	E_X
51.78886413574219			. Therefore, 	E_X
53.12226486206055			. In short, 	E_X
52.86018371582031			. Again, 	E_X
55.59861373901367			. I repeat, 	E_X
50.722740173339844			; thus, 	E_X
51.38216781616211			; that is, 	E_X
51.396400451660156			; therefore, 	E_X
52.21955871582031			; in short, 	E_X
52.3438606262207			; again, 	E_X
54.485931396484375			; I repeat, 	E_X
33.32645034790039			. Thus, 	E_X
35.18133544921875			. That is, 	E_X
33.69881057739258			. Therefore, 	E_X
35.499244689941406			. In short, 	E_X
35.61248779296875			. Again, 	E_X
35.57078552246094			. I repeat, 	E_X
32.41905212402344			; thus, 	E_X
33.596290588378906			; that is, 	E_X
32.93022155761719			; therefore, 	E_X
34.70964813232422			; in short, 	E_X
34.777565002441406			; again, 	E_X
34.22743606567383			; I repeat, 	E_X
33.32645034790039			. Thus, 	E_X
35.18133544921875			. That is, 	E_X
33.69881057739258			. Therefore, 	E_X
35.499244689941406			. In short, 	E_X
35.61248779296875			. Again, 	E_X
35.57078552246094			. I repeat, 	E_X
32.41905212402344			; thus, 	E_X
33.596290588378906			; that is, 	E_X
32.93022155761719			; therefore, 	E_X
34.70964813232422			; in short, 	E_X
34.777565002441406			; again, 	E_X
34.22743606567383			; I repeat, 	E_X
50.365726470947266			. Thus, 	C_X
51.819847106933594			. That is, 	C_X
50.532554626464844			. Therefore, 	C_X
52.504066467285156			. In short, 	C_X
51.95982360839844			. Again, 	C_X
55.606834411621094			. I repeat, 	C_X
49.804161071777344			; thus, 	C_X
50.22449493408203			; that is, 	C_X
50.64057540893555			; therefore, 	C_X
51.848594665527344			; in short, 	C_X
52.2926025390625			; again, 	C_X
54.483116149902344			; I repeat, 	C_X
50.365726470947266			. Thus, 	C_X
51.819847106933594			. That is, 	C_X
50.532554626464844			. Therefore, 	C_X
52.504066467285156			. In short, 	C_X
51.95982360839844			. Again, 	C_X
55.606834411621094			. I repeat, 	C_X
49.804161071777344			; thus, 	C_X
50.22449493408203			; that is, 	C_X
50.64057540893555			; therefore, 	C_X
51.848594665527344			; in short, 	C_X
52.2926025390625			; again, 	C_X
54.483116149902344			; I repeat, 	C_X
34.793701171875			. Thus, 	C_X
35.83638000488281			. That is, 	C_X
34.793663024902344			. Therefore, 	C_X
36.2855339050293			. In short, 	C_X
35.58882141113281			. Again, 	C_X
34.378700256347656			. I repeat, 	C_X
33.52106475830078			; thus, 	C_X
34.52235794067383			; that is, 	C_X
33.7215576171875			; therefore, 	C_X
35.2202033996582			; in short, 	C_X
34.1989631652832			; again, 	C_X
33.03898620605469			; I repeat, 	C_X
34.793701171875			. Thus, 	C_X
35.83638000488281			. That is, 	C_X
34.793663024902344			. Therefore, 	C_X
36.2855339050293			. In short, 	C_X
35.58882141113281			. Again, 	C_X
