Surprisal	Preposition	E/D	Connective	Crossing
51.40338897705078		This is	. Thus, 	E_X
50.469947814941406		Here is	. Thus, 	E_X
51.40338897705078		This is	. Thus, 	E_X
50.469947814941406		Here is	. Thus, 	E_X
52.38312911987305		This is	. That is, 	E_X
51.34980392456055		Here is	. That is, 	E_X
52.38312911987305		This is	. That is, 	E_X
51.34980392456055		Here is	. That is, 	E_X
51.854984283447266		This is	. Therefore, 	E_X
50.76756286621094		Here is	. Therefore, 	E_X
51.854984283447266		This is	. Therefore, 	E_X
50.76756286621094		Here is	. Therefore, 	E_X
53.48263931274414		This is	. In short, 	E_X
52.41160583496094		Here is	. In short, 	E_X
53.48263931274414		This is	. In short, 	E_X
52.41160583496094		Here is	. In short, 	E_X
53.806453704833984		This is	. Again, 	E_X
52.59980773925781		Here is	. Again, 	E_X
53.806453704833984		This is	. Again, 	E_X
52.59980773925781		Here is	. Again, 	E_X
56.442169189453125		This is	. I repeat, 	E_X
55.01945495605469		Here is	. I repeat, 	E_X
56.442169189453125		This is	. I repeat, 	E_X
55.01945495605469		Here is	. I repeat, 	E_X
50.399993896484375		This is	; thus, 	E_X
49.832763671875		Here is	; thus, 	E_X
50.399993896484375		This is	; thus, 	E_X
49.832763671875		Here is	; thus, 	E_X
50.18627166748047		This is	; that is, 	E_X
49.22166061401367		Here is	; that is, 	E_X
50.18627166748047		This is	; that is, 	E_X
49.22166061401367		Here is	; that is, 	E_X
51.745094299316406		This is	; therefore, 	E_X
51.008399963378906		Here is	; therefore, 	E_X
51.745094299316406		This is	; therefore, 	E_X
51.008399963378906		Here is	; therefore, 	E_X
52.77968978881836		This is	; in short, 	E_X
51.783145904541016		Here is	; in short, 	E_X
52.77968978881836		This is	; in short, 	E_X
51.783145904541016		Here is	; in short, 	E_X
53.37763214111328		This is	; again, 	E_X
52.3251838684082		Here is	; again, 	E_X
53.37763214111328		This is	; again, 	E_X
52.3251838684082		Here is	; again, 	E_X
55.38977813720703		This is	; I repeat, 	E_X
54.16456604003906		Here is	; I repeat, 	E_X
55.38977813720703		This is	; I repeat, 	E_X
54.16456604003906		Here is	; I repeat, 	E_X
51.40338897705078		This is	. Thus, 	E_X
50.469947814941406		Here is	. Thus, 	E_X
52.38312911987305		This is	. That is, 	E_X
51.34980392456055		Here is	. That is, 	E_X
51.854984283447266		This is	. Therefore, 	E_X
50.76756286621094		Here is	. Therefore, 	E_X
53.48263931274414		This is	. In short, 	E_X
52.41160583496094		Here is	. In short, 	E_X
53.806453704833984		This is	. Again, 	E_X
52.59980773925781		Here is	. Again, 	E_X
56.442169189453125		This is	. I repeat, 	E_X
55.01945495605469		Here is	. I repeat, 	E_X
50.399993896484375		This is	; thus, 	E_X
49.832763671875		Here is	; thus, 	E_X
50.18627166748047		This is	; that is, 	E_X
49.22166061401367		Here is	; that is, 	E_X
51.745094299316406		This is	; therefore, 	E_X
51.008399963378906		Here is	; therefore, 	E_X
52.77968978881836		This is	; in short, 	E_X
51.783145904541016		Here is	; in short, 	E_X
53.37763214111328		This is	; again, 	E_X
52.3251838684082		Here is	; again, 	E_X
55.38977813720703		This is	; I repeat, 	E_X
54.16456604003906		Here is	; I repeat, 	E_X
51.40338897705078		This is	. Thus, 	E_X
52.38312911987305		This is	. That is, 	E_X
51.854984283447266		This is	. Therefore, 	E_X
53.48263931274414		This is	. In short, 	E_X
53.806453704833984		This is	. Again, 	E_X
56.442169189453125		This is	. I repeat, 	E_X
50.399993896484375		This is	; thus, 	E_X
50.18627166748047		This is	; that is, 	E_X
51.745094299316406		This is	; therefore, 	E_X
52.77968978881836		This is	; in short, 	E_X
53.37763214111328		This is	; again, 	E_X
55.38977813720703		This is	; I repeat, 	E_X
50.469947814941406		Here is	. Thus, 	E_X
51.34980392456055		Here is	. That is, 	E_X
50.76756286621094		Here is	. Therefore, 	E_X
52.41160583496094		Here is	. In short, 	E_X
52.59980773925781		Here is	. Again, 	E_X
55.01945495605469		Here is	. I repeat, 	E_X
49.832763671875		Here is	; thus, 	E_X
49.22166061401367		Here is	; that is, 	E_X
51.008399963378906		Here is	; therefore, 	E_X
51.783145904541016		Here is	; in short, 	E_X
52.3251838684082		Here is	; again, 	E_X
54.16456604003906		Here is	; I repeat, 	E_X
51.40338897705078		This is	. Thus, 	E_X
52.38312911987305		This is	. That is, 	E_X
51.854984283447266		This is	. Therefore, 	E_X
53.48263931274414		This is	. In short, 	E_X
53.806453704833984		This is	. Again, 	E_X
56.442169189453125		This is	. I repeat, 	E_X
50.399993896484375		This is	; thus, 	E_X
50.18627166748047		This is	; that is, 	E_X
51.745094299316406		This is	; therefore, 	E_X
52.77968978881836		This is	; in short, 	E_X
53.37763214111328		This is	; again, 	E_X
55.38977813720703		This is	; I repeat, 	E_X
51.40338897705078		This is	. Thus, 	E_X
52.38312911987305		This is	. That is, 	E_X
51.854984283447266		This is	. Therefore, 	E_X
53.48263931274414		This is	. In short, 	E_X
53.806453704833984		This is	. Again, 	E_X
56.442169189453125		This is	. I repeat, 	E_X
50.399993896484375		This is	; thus, 	E_X
50.18627166748047		This is	; that is, 	E_X
51.745094299316406		This is	; therefore, 	E_X
52.77968978881836		This is	; in short, 	E_X
53.37763214111328		This is	; again, 	E_X
55.38977813720703		This is	; I repeat, 	E_X
50.469947814941406		Here is	. Thus, 	E_X
51.34980392456055		Here is	. That is, 	E_X
50.76756286621094		Here is	. Therefore, 	E_X
52.41160583496094		Here is	. In short, 	E_X
52.59980773925781		Here is	. Again, 	E_X
55.01945495605469		Here is	. I repeat, 	E_X
49.832763671875		Here is	; thus, 	E_X
49.22166061401367		Here is	; that is, 	E_X
51.008399963378906		Here is	; therefore, 	E_X
51.783145904541016		Here is	; in short, 	E_X
52.3251838684082		Here is	; again, 	E_X
54.16456604003906		Here is	; I repeat, 	E_X
50.469947814941406		Here is	. Thus, 	E_X
51.34980392456055		Here is	. That is, 	E_X
50.76756286621094		Here is	. Therefore, 	E_X
52.41160583496094		Here is	. In short, 	E_X
52.59980773925781		Here is	. Again, 	E_X
55.01945495605469		Here is	. I repeat, 	E_X
49.832763671875		Here is	; thus, 	E_X
49.22166061401367		Here is	; that is, 	E_X
51.008399963378906		Here is	; therefore, 	E_X
51.783145904541016		Here is	; in short, 	E_X
52.3251838684082		Here is	; again, 	E_X
54.16456604003906		Here is	; I repeat, 	E_X
52.79285430908203		This is	. Thus, 	C_X
51.88710021972656		Here is	. Thus, 	C_X
52.79285430908203		This is	. Thus, 	C_X
51.88710021972656		Here is	. Thus, 	C_X
54.12016677856445		This is	. That is, 	C_X
53.07742691040039		Here is	. That is, 	C_X
54.12016677856445		This is	. That is, 	C_X
53.07742691040039		Here is	. That is, 	C_X
53.07210159301758		This is	. Therefore, 	C_X
52.00824737548828		Here is	. Therefore, 	C_X
53.07210159301758		This is	. Therefore, 	C_X
52.00824737548828		Here is	. Therefore, 	C_X
54.3769416809082		This is	. In short, 	C_X
53.52189254760742		Here is	. In short, 	C_X
54.3769416809082		This is	. In short, 	C_X
53.52189254760742		Here is	. In short, 	C_X
54.44280242919922		This is	. Again, 	C_X
53.47320556640625		Here is	. Again, 	C_X
54.44280242919922		This is	. Again, 	C_X
53.47320556640625		Here is	. Again, 	C_X
56.97514343261719		This is	. I repeat, 	C_X
55.71764373779297		Here is	. I repeat, 	C_X
56.97514343261719		This is	. I repeat, 	C_X
55.71764373779297		Here is	. I repeat, 	C_X
51.99901580810547		This is	; thus, 	C_X
51.33350372314453		Here is	; thus, 	C_X
51.99901580810547		This is	; thus, 	C_X
51.33350372314453		Here is	; thus, 	C_X
52.7967529296875		This is	; that is, 	C_X
51.803688049316406		Here is	; that is, 	C_X
52.7967529296875		This is	; that is, 	C_X
51.803688049316406		Here is	; that is, 	C_X
53.125038146972656		This is	; therefore, 	C_X
52.366554260253906		Here is	; therefore, 	C_X
53.125038146972656		This is	; therefore, 	C_X
52.366554260253906		Here is	; therefore, 	C_X
53.6955451965332		This is	; in short, 	C_X
52.708187103271484		Here is	; in short, 	C_X
53.6955451965332		This is	; in short, 	C_X
52.708187103271484		Here is	; in short, 	C_X
53.896324157714844		This is	; again, 	C_X
53.01557922363281		Here is	; again, 	C_X
53.896324157714844		This is	; again, 	C_X
53.01557922363281		Here is	; again, 	C_X
56.547569274902344		This is	; I repeat, 	C_X
55.28253173828125		Here is	; I repeat, 	C_X
56.547569274902344		This is	; I repeat, 	C_X
55.28253173828125		Here is	; I repeat, 	C_X
52.79285430908203		This is	. Thus, 	C_X
51.88710021972656		Here is	. Thus, 	C_X
54.12016677856445		This is	. That is, 	C_X
53.07742691040039		Here is	. That is, 	C_X
53.07210159301758		This is	. Therefore, 	C_X
52.00824737548828		Here is	. Therefore, 	C_X
54.3769416809082		This is	. In short, 	C_X
53.52189254760742		Here is	. In short, 	C_X
54.44280242919922		This is	. Again, 	C_X
53.47320556640625		Here is	. Again, 	C_X
56.97514343261719		This is	. I repeat, 	C_X
55.71764373779297		Here is	. I repeat, 	C_X
51.99901580810547		This is	; thus, 	C_X
51.33350372314453		Here is	; thus, 	C_X
52.7967529296875		This is	; that is, 	C_X
51.803688049316406		Here is	; that is, 	C_X
53.125038146972656		This is	; therefore, 	C_X
52.366554260253906		Here is	; therefore, 	C_X
53.6955451965332		This is	; in short, 	C_X
52.708187103271484		Here is	; in short, 	C_X
53.896324157714844		This is	; again, 	C_X
53.01557922363281		Here is	; again, 	C_X
56.547569274902344		This is	; I repeat, 	C_X
55.28253173828125		Here is	; I repeat, 	C_X
52.79285430908203		This is	. Thus, 	C_X
54.12016677856445		This is	. That is, 	C_X
53.07210159301758		This is	. Therefore, 	C_X
54.3769416809082		This is	. In short, 	C_X
54.44280242919922		This is	. Again, 	C_X
56.97514343261719		This is	. I repeat, 	C_X
