Surprisal	Preposition	E/D	Connective	Crossing
53.32850646972656		This is	. Thus, 	E_nX
52.510597229003906		Here is	. Thus, 	E_nX
53.32850646972656		This is	. Thus, 	E_nX
52.510597229003906		Here is	. Thus, 	E_nX
54.483497619628906		This is	. That is, 	E_nX
53.2221565246582		Here is	. That is, 	E_nX
54.483497619628906		This is	. That is, 	E_nX
53.2221565246582		Here is	. That is, 	E_nX
53.498321533203125		This is	. Therefore, 	E_nX
52.48691177368164		Here is	. Therefore, 	E_nX
53.498321533203125		This is	. Therefore, 	E_nX
52.48691177368164		Here is	. Therefore, 	E_nX
55.1031608581543		This is	. In short, 	E_nX
54.05087661743164		Here is	. In short, 	E_nX
55.1031608581543		This is	. In short, 	E_nX
54.05087661743164		Here is	. In short, 	E_nX
55.82066345214844		This is	. Again, 	E_nX
54.84949493408203		Here is	. Again, 	E_nX
55.82066345214844		This is	. Again, 	E_nX
54.84949493408203		Here is	. Again, 	E_nX
59.12098693847656		This is	. I repeat, 	E_nX
57.70697021484375		Here is	. I repeat, 	E_nX
59.12098693847656		This is	. I repeat, 	E_nX
57.70697021484375		Here is	. I repeat, 	E_nX
52.961631774902344		This is	; thus, 	E_nX
52.344764709472656		Here is	; thus, 	E_nX
52.961631774902344		This is	; thus, 	E_nX
52.344764709472656		Here is	; thus, 	E_nX
53.210941314697266		This is	; that is, 	E_nX
52.11942672729492		Here is	; that is, 	E_nX
53.210941314697266		This is	; that is, 	E_nX
52.11942672729492		Here is	; that is, 	E_nX
54.31654357910156		This is	; therefore, 	E_nX
53.64220428466797		Here is	; therefore, 	E_nX
54.31654357910156		This is	; therefore, 	E_nX
53.64220428466797		Here is	; therefore, 	E_nX
54.61496353149414		This is	; in short, 	E_nX
53.49311065673828		Here is	; in short, 	E_nX
54.61496353149414		This is	; in short, 	E_nX
53.49311065673828		Here is	; in short, 	E_nX
55.7623176574707		This is	; again, 	E_nX
55.05123519897461		Here is	; again, 	E_nX
55.7623176574707		This is	; again, 	E_nX
55.05123519897461		Here is	; again, 	E_nX
58.90745162963867		This is	; I repeat, 	E_nX
57.569557189941406		Here is	; I repeat, 	E_nX
58.90745162963867		This is	; I repeat, 	E_nX
57.569557189941406		Here is	; I repeat, 	E_nX
53.32850646972656		This is	. Thus, 	E_nX
52.510597229003906		Here is	. Thus, 	E_nX
54.483497619628906		This is	. That is, 	E_nX
53.2221565246582		Here is	. That is, 	E_nX
53.498321533203125		This is	. Therefore, 	E_nX
52.48691177368164		Here is	. Therefore, 	E_nX
55.1031608581543		This is	. In short, 	E_nX
54.05087661743164		Here is	. In short, 	E_nX
55.82066345214844		This is	. Again, 	E_nX
54.84949493408203		Here is	. Again, 	E_nX
59.12098693847656		This is	. I repeat, 	E_nX
57.70697021484375		Here is	. I repeat, 	E_nX
52.961631774902344		This is	; thus, 	E_nX
52.344764709472656		Here is	; thus, 	E_nX
53.210941314697266		This is	; that is, 	E_nX
52.11942672729492		Here is	; that is, 	E_nX
54.31654357910156		This is	; therefore, 	E_nX
53.64220428466797		Here is	; therefore, 	E_nX
54.61496353149414		This is	; in short, 	E_nX
53.49311065673828		Here is	; in short, 	E_nX
55.7623176574707		This is	; again, 	E_nX
55.05123519897461		Here is	; again, 	E_nX
58.90745162963867		This is	; I repeat, 	E_nX
57.569557189941406		Here is	; I repeat, 	E_nX
53.32850646972656		This is	. Thus, 	E_nX
54.483497619628906		This is	. That is, 	E_nX
53.498321533203125		This is	. Therefore, 	E_nX
55.1031608581543		This is	. In short, 	E_nX
55.82066345214844		This is	. Again, 	E_nX
59.12098693847656		This is	. I repeat, 	E_nX
52.961631774902344		This is	; thus, 	E_nX
53.210941314697266		This is	; that is, 	E_nX
54.31654357910156		This is	; therefore, 	E_nX
54.61496353149414		This is	; in short, 	E_nX
55.7623176574707		This is	; again, 	E_nX
58.90745162963867		This is	; I repeat, 	E_nX
52.510597229003906		Here is	. Thus, 	E_nX
53.2221565246582		Here is	. That is, 	E_nX
52.48691177368164		Here is	. Therefore, 	E_nX
54.05087661743164		Here is	. In short, 	E_nX
54.84949493408203		Here is	. Again, 	E_nX
57.70697021484375		Here is	. I repeat, 	E_nX
52.344764709472656		Here is	; thus, 	E_nX
52.11942672729492		Here is	; that is, 	E_nX
53.64220428466797		Here is	; therefore, 	E_nX
53.49311065673828		Here is	; in short, 	E_nX
55.05123519897461		Here is	; again, 	E_nX
57.569557189941406		Here is	; I repeat, 	E_nX
53.32850646972656		This is	. Thus, 	E_nX
54.483497619628906		This is	. That is, 	E_nX
53.498321533203125		This is	. Therefore, 	E_nX
55.1031608581543		This is	. In short, 	E_nX
55.82066345214844		This is	. Again, 	E_nX
59.12098693847656		This is	. I repeat, 	E_nX
52.961631774902344		This is	; thus, 	E_nX
53.210941314697266		This is	; that is, 	E_nX
54.31654357910156		This is	; therefore, 	E_nX
54.61496353149414		This is	; in short, 	E_nX
55.7623176574707		This is	; again, 	E_nX
58.90745162963867		This is	; I repeat, 	E_nX
53.32850646972656		This is	. Thus, 	E_nX
54.483497619628906		This is	. That is, 	E_nX
53.498321533203125		This is	. Therefore, 	E_nX
55.1031608581543		This is	. In short, 	E_nX
55.82066345214844		This is	. Again, 	E_nX
59.12098693847656		This is	. I repeat, 	E_nX
52.961631774902344		This is	; thus, 	E_nX
53.210941314697266		This is	; that is, 	E_nX
54.31654357910156		This is	; therefore, 	E_nX
54.61496353149414		This is	; in short, 	E_nX
55.7623176574707		This is	; again, 	E_nX
58.90745162963867		This is	; I repeat, 	E_nX
52.510597229003906		Here is	. Thus, 	E_nX
53.2221565246582		Here is	. That is, 	E_nX
52.48691177368164		Here is	. Therefore, 	E_nX
54.05087661743164		Here is	. In short, 	E_nX
54.84949493408203		Here is	. Again, 	E_nX
57.70697021484375		Here is	. I repeat, 	E_nX
52.344764709472656		Here is	; thus, 	E_nX
52.11942672729492		Here is	; that is, 	E_nX
53.64220428466797		Here is	; therefore, 	E_nX
53.49311065673828		Here is	; in short, 	E_nX
55.05123519897461		Here is	; again, 	E_nX
57.569557189941406		Here is	; I repeat, 	E_nX
52.510597229003906		Here is	. Thus, 	E_nX
53.2221565246582		Here is	. That is, 	E_nX
52.48691177368164		Here is	. Therefore, 	E_nX
54.05087661743164		Here is	. In short, 	E_nX
54.84949493408203		Here is	. Again, 	E_nX
57.70697021484375		Here is	. I repeat, 	E_nX
52.344764709472656		Here is	; thus, 	E_nX
52.11942672729492		Here is	; that is, 	E_nX
53.64220428466797		Here is	; therefore, 	E_nX
53.49311065673828		Here is	; in short, 	E_nX
55.05123519897461		Here is	; again, 	E_nX
57.569557189941406		Here is	; I repeat, 	E_nX
51.517127990722656		This is	. Thus, 	C_nX
50.70581817626953		Here is	. Thus, 	C_nX
51.517127990722656		This is	. Thus, 	C_nX
50.70581817626953		Here is	. Thus, 	C_nX
52.602783203125		This is	. That is, 	C_nX
51.49734115600586		Here is	. That is, 	C_nX
52.602783203125		This is	. That is, 	C_nX
51.49734115600586		Here is	. That is, 	C_nX
51.592010498046875		This is	. Therefore, 	C_nX
50.68008041381836		Here is	. Therefore, 	C_nX
51.592010498046875		This is	. Therefore, 	C_nX
50.68008041381836		Here is	. Therefore, 	C_nX
52.93669891357422		This is	. In short, 	C_nX
51.970008850097656		Here is	. In short, 	C_nX
52.93669891357422		This is	. In short, 	C_nX
51.970008850097656		Here is	. In short, 	C_nX
53.501548767089844		This is	. Again, 	C_nX
52.6622200012207		Here is	. Again, 	C_nX
53.501548767089844		This is	. Again, 	C_nX
52.6622200012207		Here is	. Again, 	C_nX
55.29385757446289		This is	. I repeat, 	C_nX
54.354000091552734		Here is	. I repeat, 	C_nX
55.29385757446289		This is	. I repeat, 	C_nX
54.354000091552734		Here is	. I repeat, 	C_nX
50.92388916015625		This is	; thus, 	C_nX
50.46692657470703		Here is	; thus, 	C_nX
50.92388916015625		This is	; thus, 	C_nX
50.46692657470703		Here is	; thus, 	C_nX
51.432212829589844		This is	; that is, 	C_nX
50.42436218261719		Here is	; that is, 	C_nX
51.432212829589844		This is	; that is, 	C_nX
50.42436218261719		Here is	; that is, 	C_nX
52.009979248046875		This is	; therefore, 	C_nX
51.508872985839844		Here is	; therefore, 	C_nX
52.009979248046875		This is	; therefore, 	C_nX
51.508872985839844		Here is	; therefore, 	C_nX
52.69371032714844		This is	; in short, 	C_nX
51.76605224609375		Here is	; in short, 	C_nX
52.69371032714844		This is	; in short, 	C_nX
51.76605224609375		Here is	; in short, 	C_nX
53.17582702636719		This is	; again, 	C_nX
52.70735168457031		Here is	; again, 	C_nX
53.17582702636719		This is	; again, 	C_nX
52.70735168457031		Here is	; again, 	C_nX
54.911197662353516		This is	; I repeat, 	C_nX
54.09388732910156		Here is	; I repeat, 	C_nX
54.911197662353516		This is	; I repeat, 	C_nX
54.09388732910156		Here is	; I repeat, 	C_nX
51.517127990722656		This is	. Thus, 	C_nX
50.70581817626953		Here is	. Thus, 	C_nX
52.602783203125		This is	. That is, 	C_nX
51.49734115600586		Here is	. That is, 	C_nX
51.592010498046875		This is	. Therefore, 	C_nX
50.68008041381836		Here is	. Therefore, 	C_nX
52.93669891357422		This is	. In short, 	C_nX
51.970008850097656		Here is	. In short, 	C_nX
53.501548767089844		This is	. Again, 	C_nX
52.6622200012207		Here is	. Again, 	C_nX
55.29385757446289		This is	. I repeat, 	C_nX
54.354000091552734		Here is	. I repeat, 	C_nX
50.92388916015625		This is	; thus, 	C_nX
50.46692657470703		Here is	; thus, 	C_nX
51.432212829589844		This is	; that is, 	C_nX
50.42436218261719		Here is	; that is, 	C_nX
52.009979248046875		This is	; therefore, 	C_nX
51.508872985839844		Here is	; therefore, 	C_nX
52.69371032714844		This is	; in short, 	C_nX
51.76605224609375		Here is	; in short, 	C_nX
53.17582702636719		This is	; again, 	C_nX
52.70735168457031		Here is	; again, 	C_nX
54.911197662353516		This is	; I repeat, 	C_nX
54.09388732910156		Here is	; I repeat, 	C_nX
51.517127990722656		This is	. Thus, 	C_nX
52.602783203125		This is	. That is, 	C_nX
51.592010498046875		This is	. Therefore, 	C_nX
52.93669891357422		This is	. In short, 	C_nX
53.501548767089844		This is	. Again, 	C_nX
55.29385757446289		This is	. I repeat, 	C_nX
50.92388916015625		This is	; thus, 	C_nX
51.432212829589844		This is	; that is, 	C_nX
52.009979248046875		This is	; therefore, 	C_nX
52.69371032714844		This is	; in short, 	C_nX
53.17582702636719		This is	; again, 	C_nX
54.911197662353516		This is	; I repeat, 	C_nX
50.70581817626953		Here is	. Thus, 	C_nX
51.49734115600586		Here is	. That is, 	C_nX
50.68008041381836		Here is	. Therefore, 	C_nX
51.970008850097656		Here is	. In short, 	C_nX
52.6622200012207		Here is	. Again, 	C_nX
54.354000091552734		Here is	. I repeat, 	C_nX
50.46692657470703		Here is	; thus, 	C_nX
50.42436218261719		Here is	; that is, 	C_nX
51.508872985839844		Here is	; therefore, 	C_nX
51.76605224609375		Here is	; in short, 	C_nX
52.70735168457031		Here is	; again, 	C_nX
54.09388732910156		Here is	; I repeat, 	C_nX
51.517127990722656		This is	. Thus, 	C_nX
52.602783203125		This is	. That is, 	C_nX
51.592010498046875		This is	. Therefore, 	C_nX
52.93669891357422		This is	. In short, 	C_nX
53.501548767089844		This is	. Again, 	C_nX
55.29385757446289		This is	. I repeat, 	C_nX
50.92388916015625		This is	; thus, 	C_nX
51.432212829589844		This is	; that is, 	C_nX
52.009979248046875		This is	; therefore, 	C_nX
52.69371032714844		This is	; in short, 	C_nX
53.17582702636719		This is	; again, 	C_nX
54.911197662353516		This is	; I repeat, 	C_nX
51.517127990722656		This is	. Thus, 	C_nX
52.602783203125		This is	. That is, 	C_nX
51.592010498046875		This is	. Therefore, 	C_nX
52.93669891357422		This is	. In short, 	C_nX
53.501548767089844		This is	. Again, 	C_nX
55.29385757446289		This is	. I repeat, 	C_nX
50.92388916015625		This is	; thus, 	C_nX
51.432212829589844		This is	; that is, 	C_nX
52.009979248046875		This is	; therefore, 	C_nX
52.69371032714844		This is	; in short, 	C_nX
53.17582702636719		This is	; again, 	C_nX
54.911197662353516		This is	; I repeat, 	C_nX
50.70581817626953		Here is	. Thus, 	C_nX
51.49734115600586		Here is	. That is, 	C_nX
50.68008041381836		Here is	. Therefore, 	C_nX
51.970008850097656		Here is	. In short, 	C_nX
52.6622200012207		Here is	. Again, 	C_nX
54.354000091552734		Here is	. I repeat, 	C_nX
50.46692657470703		Here is	; thus, 	C_nX
50.42436218261719		Here is	; that is, 	C_nX
51.508872985839844		Here is	; therefore, 	C_nX
51.76605224609375		Here is	; in short, 	C_nX
52.70735168457031		Here is	; again, 	C_nX
54.09388732910156		Here is	; I repeat, 	C_nX
50.70581817626953		Here is	. Thus, 	C_nX
51.49734115600586		Here is	. That is, 	C_nX
50.68008041381836		Here is	. Therefore, 	C_nX
51.970008850097656		Here is	. In short, 	C_nX
52.6622200012207		Here is	. Again, 	C_nX
54.354000091552734		Here is	. I repeat, 	C_nX
50.46692657470703		Here is	; thus, 	C_nX
50.42436218261719		Here is	; that is, 	C_nX
51.508872985839844		Here is	; therefore, 	C_nX
51.76605224609375		Here is	; in short, 	C_nX
52.70735168457031		Here is	; again, 	C_nX
54.09388732910156		Here is	; I repeat, 	C_nX
51.359901428222656		This is	. Thus, 	E_nX
50.59440231323242		Here is	. Thus, 	E_nX
51.359901428222656		This is	. Thus, 	E_nX
50.59440231323242		Here is	. Thus, 	E_nX
52.5272102355957		This is	. That is, 	E_nX
51.594268798828125		Here is	. That is, 	E_nX
52.5272102355957		This is	. That is, 	E_nX
51.594268798828125		Here is	. That is, 	E_nX
51.75939178466797		This is	. Therefore, 	E_nX
50.81468963623047		Here is	. Therefore, 	E_nX
51.75939178466797		This is	. Therefore, 	E_nX
50.81468963623047		Here is	. Therefore, 	E_nX
53.43284606933594		This is	. In short, 	E_nX
52.52562713623047		Here is	. In short, 	E_nX
53.43284606933594		This is	. In short, 	E_nX
52.52562713623047		Here is	. In short, 	E_nX
53.71944808959961		This is	. Again, 	E_nX
52.60551452636719		Here is	. Again, 	E_nX
53.71944808959961		This is	. Again, 	E_nX
52.60551452636719		Here is	. Again, 	E_nX
56.06543731689453		This is	. I repeat, 	E_nX
55.00815963745117		Here is	. I repeat, 	E_nX
56.06543731689453		This is	. I repeat, 	E_nX
55.00815963745117		Here is	. I repeat, 	E_nX
50.54818344116211		This is	; thus, 	E_nX
50.282737731933594		Here is	; thus, 	E_nX
50.54818344116211		This is	; thus, 	E_nX
50.282737731933594		Here is	; thus, 	E_nX
50.85169219970703		This is	; that is, 	E_nX
50.21324157714844		Here is	; that is, 	E_nX
50.85169219970703		This is	; that is, 	E_nX
50.21324157714844		Here is	; that is, 	E_nX
51.88336181640625		This is	; therefore, 	E_nX
51.59569549560547		Here is	; therefore, 	E_nX
51.88336181640625		This is	; therefore, 	E_nX
51.59569549560547		Here is	; therefore, 	E_nX
52.4112548828125		This is	; in short, 	E_nX
51.78254318237305		Here is	; in short, 	E_nX
52.4112548828125		This is	; in short, 	E_nX
51.78254318237305		Here is	; in short, 	E_nX
53.0423698425293		This is	; again, 	E_nX
52.44707489013672		Here is	; again, 	E_nX
53.0423698425293		This is	; again, 	E_nX
52.44707489013672		Here is	; again, 	E_nX
55.11807632446289		This is	; I repeat, 	E_nX
54.323211669921875		Here is	; I repeat, 	E_nX
55.11807632446289		This is	; I repeat, 	E_nX
54.323211669921875		Here is	; I repeat, 	E_nX
51.359901428222656		This is	. Thus, 	E_nX
50.59440231323242		Here is	. Thus, 	E_nX
52.5272102355957		This is	. That is, 	E_nX
51.594268798828125		Here is	. That is, 	E_nX
51.75939178466797		This is	. Therefore, 	E_nX
50.81468963623047		Here is	. Therefore, 	E_nX
53.43284606933594		This is	. In short, 	E_nX
52.52562713623047		Here is	. In short, 	E_nX
53.71944808959961		This is	. Again, 	E_nX
52.60551452636719		Here is	. Again, 	E_nX
56.06543731689453		This is	. I repeat, 	E_nX
55.00815963745117		Here is	. I repeat, 	E_nX
50.54818344116211		This is	; thus, 	E_nX
50.282737731933594		Here is	; thus, 	E_nX
50.85169219970703		This is	; that is, 	E_nX
50.21324157714844		Here is	; that is, 	E_nX
51.88336181640625		This is	; therefore, 	E_nX
51.59569549560547		Here is	; therefore, 	E_nX
52.4112548828125		This is	; in short, 	E_nX
51.78254318237305		Here is	; in short, 	E_nX
53.0423698425293		This is	; again, 	E_nX
52.44707489013672		Here is	; again, 	E_nX
55.11807632446289		This is	; I repeat, 	E_nX
54.323211669921875		Here is	; I repeat, 	E_nX
51.359901428222656		This is	. Thus, 	E_nX
52.5272102355957		This is	. That is, 	E_nX
51.75939178466797		This is	. Therefore, 	E_nX
53.43284606933594		This is	. In short, 	E_nX
53.71944808959961		This is	. Again, 	E_nX
56.06543731689453		This is	. I repeat, 	E_nX
50.54818344116211		This is	; thus, 	E_nX
50.85169219970703		This is	; that is, 	E_nX
51.88336181640625		This is	; therefore, 	E_nX
52.4112548828125		This is	; in short, 	E_nX
53.0423698425293		This is	; again, 	E_nX
55.11807632446289		This is	; I repeat, 	E_nX
50.59440231323242		Here is	. Thus, 	E_nX
51.594268798828125		Here is	. That is, 	E_nX
50.81468963623047		Here is	. Therefore, 	E_nX
52.52562713623047		Here is	. In short, 	E_nX
52.60551452636719		Here is	. Again, 	E_nX
55.00815963745117		Here is	. I repeat, 	E_nX
50.282737731933594		Here is	; thus, 	E_nX
50.21324157714844		Here is	; that is, 	E_nX
51.59569549560547		Here is	; therefore, 	E_nX
51.78254318237305		Here is	; in short, 	E_nX
52.44707489013672		Here is	; again, 	E_nX
54.323211669921875		Here is	; I repeat, 	E_nX
51.359901428222656		This is	. Thus, 	E_nX
52.5272102355957		This is	. That is, 	E_nX
51.75939178466797		This is	. Therefore, 	E_nX
53.43284606933594		This is	. In short, 	E_nX
53.71944808959961		This is	. Again, 	E_nX
56.06543731689453		This is	. I repeat, 	E_nX
50.54818344116211		This is	; thus, 	E_nX
50.85169219970703		This is	; that is, 	E_nX
51.88336181640625		This is	; therefore, 	E_nX
52.4112548828125		This is	; in short, 	E_nX
53.0423698425293		This is	; again, 	E_nX
55.11807632446289		This is	; I repeat, 	E_nX
51.359901428222656		This is	. Thus, 	E_nX
52.5272102355957		This is	. That is, 	E_nX
51.75939178466797		This is	. Therefore, 	E_nX
53.43284606933594		This is	. In short, 	E_nX
53.71944808959961		This is	. Again, 	E_nX
56.06543731689453		This is	. I repeat, 	E_nX
50.54818344116211		This is	; thus, 	E_nX
50.85169219970703		This is	; that is, 	E_nX
51.88336181640625		This is	; therefore, 	E_nX
52.4112548828125		This is	; in short, 	E_nX
53.0423698425293		This is	; again, 	E_nX
55.11807632446289		This is	; I repeat, 	E_nX
50.59440231323242		Here is	. Thus, 	E_nX
51.594268798828125		Here is	. That is, 	E_nX
50.81468963623047		Here is	. Therefore, 	E_nX
52.52562713623047		Here is	. In short, 	E_nX
52.60551452636719		Here is	. Again, 	E_nX
55.00815963745117		Here is	. I repeat, 	E_nX
50.282737731933594		Here is	; thus, 	E_nX
50.21324157714844		Here is	; that is, 	E_nX
51.59569549560547		Here is	; therefore, 	E_nX
51.78254318237305		Here is	; in short, 	E_nX
52.44707489013672		Here is	; again, 	E_nX
54.323211669921875		Here is	; I repeat, 	E_nX
50.59440231323242		Here is	. Thus, 	E_nX
51.594268798828125		Here is	. That is, 	E_nX
50.81468963623047		Here is	. Therefore, 	E_nX
52.52562713623047		Here is	. In short, 	E_nX
52.60551452636719		Here is	. Again, 	E_nX
55.00815963745117		Here is	. I repeat, 	E_nX
50.282737731933594		Here is	; thus, 	E_nX
50.21324157714844		Here is	; that is, 	E_nX
51.59569549560547		Here is	; therefore, 	E_nX
51.78254318237305		Here is	; in short, 	E_nX
52.44707489013672		Here is	; again, 	E_nX
54.323211669921875		Here is	; I repeat, 	E_nX
51.809505462646484		This is	. Thus, 	C_nX
51.124027252197266		Here is	. Thus, 	C_nX
51.809505462646484		This is	. Thus, 	C_nX
51.124027252197266		Here is	. Thus, 	C_nX
52.745880126953125		This is	. That is, 	C_nX
51.92947769165039		Here is	. That is, 	C_nX
52.745880126953125		This is	. That is, 	C_nX
51.92947769165039		Here is	. That is, 	C_nX
51.8902587890625		This is	. Therefore, 	C_nX
50.97590255737305		Here is	. Therefore, 	C_nX
51.8902587890625		This is	. Therefore, 	C_nX
50.97590255737305		Here is	. Therefore, 	C_nX
53.312286376953125		This is	. In short, 	C_nX
52.47935485839844		Here is	. In short, 	C_nX
53.312286376953125		This is	. In short, 	C_nX
52.47935485839844		Here is	. In short, 	C_nX
53.63661193847656		This is	. Again, 	C_nX
52.74958801269531		Here is	. Again, 	C_nX
53.63661193847656		This is	. Again, 	C_nX
52.74958801269531		Here is	. Again, 	C_nX
55.04246139526367		This is	. I repeat, 	C_nX
53.828792572021484		Here is	. I repeat, 	C_nX
55.04246139526367		This is	. I repeat, 	C_nX
53.828792572021484		Here is	. I repeat, 	C_nX
50.978450775146484		This is	; thus, 	C_nX
50.626827239990234		Here is	; thus, 	C_nX
50.978450775146484		This is	; thus, 	C_nX
50.626827239990234		Here is	; thus, 	C_nX
51.45904541015625		This is	; that is, 	C_nX
50.895870208740234		Here is	; that is, 	C_nX
51.45904541015625		This is	; that is, 	C_nX
50.895870208740234		Here is	; that is, 	C_nX
51.94512939453125		This is	; therefore, 	C_nX
51.388099670410156		Here is	; therefore, 	C_nX
51.94512939453125		This is	; therefore, 	C_nX
51.388099670410156		Here is	; therefore, 	C_nX
52.315711975097656		This is	; in short, 	C_nX
51.72466278076172		Here is	; in short, 	C_nX
52.315711975097656		This is	; in short, 	C_nX
51.72466278076172		Here is	; in short, 	C_nX
52.858280181884766		This is	; again, 	C_nX
52.41625213623047		Here is	; again, 	C_nX
52.858280181884766		This is	; again, 	C_nX
52.41625213623047		Here is	; again, 	C_nX
54.2321662902832		This is	; I repeat, 	C_nX
53.42790603637695		Here is	; I repeat, 	C_nX
54.2321662902832		This is	; I repeat, 	C_nX
