E_nX	E_X	C_nX	C_X
The car hit the tree and burned {Conn} the car hit the tree.	The car hit the tree and burned {Conn} the car burned.	The car hit the tree and burned {Conn} the tree hit the car.	The car hit the tree and burned {Conn} the tree burned.
The tree hit the car and burned {Conn} the tree hit the car.	The tree hit the car and burned {Conn} the tree burned.	The tree hit the car and burned {Conn} the car hit the tree.	The tree hit the car and burned {Conn} the car burned.
The car hit the tree and shook {Conn} the car hit the tree.	The car hit the tree and shook {Conn} the car shook.	The car hit the tree and shook {Conn} the tree hit the car.	The car hit the tree and shook {Conn} the tree hit the car.
The tree hit the car and shook {Conn} the tree hit the car.	The tree hit the car and shook {Conn} the tree shook.	The tree hit the car and shook {Conn} the car hit the tree.	The tree hit the car and shook {Conn} the car hit the tree.
The grandma kissed the girl and smiled {Conn} the grandma kissed the girl.	The grandma kissed the girl and smiled {Conn} the grandma smiled.	The grandma kissed the girl and smiled {Conn} the girl kissed the grandma.	The grandma kissed the girl and smiled {Conn} the girl smiled.
The girl kissed the grandma and smiled {Conn} the girl kissed the grandma.	The girl kissed the grandma and smiled {Conn} the girl smiled.	The girl kissed the grandma and smiled {Conn} the grandma kissed the girl.	The girl kissed the grandma and smiled {Conn} the grandma smiled.
The grandma kissed the girl and laughed {Conn} the grandma kissed the girl.	The grandma kissed the girl and laughed {Conn} the grandma laughed.	The grandma kissed the girl and laughed {Conn} the girl kissed the grandma.	The grandma kissed the girl and laughed {Conn} the girl kissed the grandma.
The girl kissed the grandma and laughed {Conn} the girl kissed the grandma.	The girl kissed the grandma and laughed {Conn} the girl laughed.	The girl kissed the grandma and laughed {Conn} the grandma kissed the girl.	The girl kissed the grandma and laughed {Conn} the grandma kissed the girl.
The dog bit the cat and jumped {Conn} the dog bit the cat.	The dog bit the cat and jumped {Conn} the dog jumped.	The dog bit the cat and jumped {Conn} the cat bit the dog.	The dog bit the cat and jumped {Conn} the cat jumped.
The cat bit the dog and jumped {Conn} the cat bit the dog.	The cat bit the dog and jumped {Conn} the cat jumped.	The cat bit the dog and jumped {Conn} the dog bit the cat.	The cat bit the dog and jumped {Conn} the dog jumped.
The dog bit the cat and hid {Conn} the dog bit the cat.	The dog bit the cat and hid {Conn} the dog hid.	The dog bit the cat and hid {Conn} the cat bit the dog.	The dog bit the cat and hid {Conn} the cat bit the dog.
The cat bit the dog and hid {Conn} the cat bit the dog.	The cat bit the dog and hid {Conn} the cat hid.	The cat bit the dog and hid {Conn} the dog bit the cat.	The cat bit the dog and hid {Conn} the dog bit the cat.
The lion chased the tiger and growled {Conn} the lion chased the tiger.	The lion chased the tiger and growled {Conn} the lion growled.	The lion chased the tiger and growled {Conn} the tiger chased the lion.	The lion chased the tiger and growled {Conn} the tiger growled.
The tiger chased the lion and growled {Conn} the tiger chased the lion.	The tiger chased the lion and growled {Conn} the tiger growled.	The tiger chased the lion and growled {Conn} the lion chased the tiger.	The tiger chased the lion and growled {Conn} the lion growled.
The lion chased the tiger and yawned {Conn} the lion chased the tiger.	The lion chased the tiger and yawned {Conn} the lion yawned.	The lion chased the tiger and yawned {Conn} the tiger chased the lion.	The lion chased the tiger and yawned {Conn} the tiger chased the lion.
The tiger chased the lion and yawned {Conn} the tiger chased the lion.	The tiger chased the lion and yawned {Conn} the tiger yawned.	The tiger chased the lion and yawned {Conn} the lion chased the tiger.	The tiger chased the lion and yawned {Conn} the lion chased the tiger.
The doctor reviewed the patient and sat {Conn} the doctor reviewed the patient.	The doctor reviewed the patient and sat {Conn} the doctor sat.	The doctor reviewed the patient and sat {Conn} the patient reviewed the doctor.	The doctor reviewed the patient and sat {Conn} the patient sat.
The patient reviewed the doctor and sat {Conn} the patient reviewed the doctor.	The patient reviewed the doctor and sat {Conn} the patient sat.	The patient reviewed the doctor and sat {Conn} the doctor reviewed the patient.	The patient reviewed the doctor and sat {Conn} the doctor sat.
The doctor reviewed the patient and blinked {Conn} the doctor reviewed the patient.	The doctor reviewed the patient and blinked {Conn} the doctor blinked.	The doctor reviewed the patient and blinked {Conn} the patient reviewed the doctor.	The doctor reviewed the patient and blinked {Conn} the patient reviewed the doctor.
The patient reviewed the doctor and blinked {Conn} the patient reviewed the doctor.	The patient reviewed the doctor and blinked {Conn} the patient blinked.	The patient reviewed the doctor and blinked {Conn} the doctor reviewed the patient.	The patient reviewed the doctor and blinked {Conn} the doctor reviewed the patient.
The President noticed the beaurocrat and contemplated {Conn} the President noticed the beaurocrat.	The President noticed the beaurocrat and contemplated {Conn} the President contemplated.	The President noticed the beaurocrat and contemplated {Conn} the beaurocrat noticed the President.	The President noticed the beaurocrat and contemplated {Conn} the beaurocrat contemplated.
The beaurocrat noticed the President and contemplated {Conn} the beaurocrat noticed the President.	The beaurocrat noticed the President and contemplated {Conn} the beaurocrat contemplated.	The beaurocrat noticed the President and contemplated {Conn} the President noticed the beaurocrat.	The beaurocrat noticed the President and contemplated {Conn} the President contemplated.
The President noticed the beaurocrat and tweeted {Conn} the President noticed the beaurocrat.	The President noticed the beaurocrat and tweeted {Conn} the President tweeted.	The President noticed the beaurocrat and tweeted {Conn} the beaurocrat noticed the President.	The President noticed the beaurocrat and tweeted {Conn} the beaurocrat noticed the President.
The beaurocrat noticed the President and tweeted {Conn} the beaurocrat noticed the President.	The beaurocrat noticed the President and tweeted {Conn} the beaurocrat tweeted.	The beaurocrat noticed the President and tweeted {Conn} the President noticed the beaurocrat.	The beaurocrat noticed the President and tweeted {Conn} the President noticed the beaurocrat.
The bride slapped the priest and shouted {Conn} the bride slapped the priest.	The bride slapped the priest and shouted {Conn} the bride shouted.	The bride slapped the priest and shouted {Conn} the priest slapped the bride.	The bride slapped the priest and shouted {Conn} the priest shouted.
The priest slapped the bride and shouted {Conn} the priest slapped the bride.	The priest slapped the bride and shouted {Conn} the priest shouted.	The priest slapped the bride and shouted {Conn} the bride slapped the priest.	The priest slapped the bride and shouted {Conn} the bride shouted.
The bride slapped the priest and frowned {Conn} the bride slapped the priest.	The bride slapped the priest and frowned {Conn} the bride frowned.	The bride slapped the priest and frowned {Conn} the priest slapped the bride.	The bride slapped the priest and frowned {Conn} the priest slapped the bride.
The priest slapped the bride and frowned {Conn} the priest slapped the bride.	The priest slapped the bride and frowned {Conn} the priest frowned.	The priest slapped the bride and frowned {Conn} the bride slapped the priest.	The priest slapped the bride and frowned {Conn} the bride slapped the priest.
The bee appreciated the flower and sang {Conn} the bee appreciated the flower.	The bee appreciated the flower and sang {Conn} the bee sang.	The bee appreciated the flower and sang {Conn} the flower appreciated the bee.	The bee appreciated the flower and sang {Conn} the flower sang.
The flower appreciated the bee and sang {Conn} the flower appreciated the bee.	The flower appreciated the bee and sang {Conn} the flower sang.	The flower appreciated the bee and sang {Conn} the bee appreciated the flower.	The flower appreciated the bee and sang {Conn} the bee sang.
The bee appreciated the flower and wriggled {Conn} the bee appreciated the flower.	The bee appreciated the flower and wriggled {Conn} the bee wriggled.	The bee appreciated the flower and wriggled {Conn} the flower appreciated the bee.	The bee appreciated the flower and wriggled {Conn} the flower appreciated the bee.
The flower appreciated the bee and wriggled {Conn} the flower appreciated the bee.	The flower appreciated the bee and wriggled {Conn} the flower wriggled.	The flower appreciated the bee and wriggled {Conn} the bee appreciated the flower.	The flower appreciated the bee and wriggled {Conn} the bee appreciated the flower.
The baby loved the nurse and slept {Conn} the baby loved the nurse.	The baby loved the nurse and slept {Conn} the baby slept.	The baby loved the nurse and slept {Conn} the nurse loved the baby.	The baby loved the nurse and slept {Conn} the nurse slept.
The nurse loved the baby and slept {Conn} the nurse loved the baby.	The nurse loved the baby and slept {Conn} the nurse slept.	The nurse loved the baby and slept {Conn} the baby loved the nurse.	The nurse loved the baby and slept {Conn} the baby slept.
The baby loved the nurse and cried {Conn} the baby loved the nurse.	The baby loved the nurse and cried {Conn} the baby cried.	The baby loved the nurse and cried {Conn} the nurse loved the baby.	The baby loved the nurse and cried {Conn} the nurse loved the baby.
The nurse loved the baby and cried {Conn} the nurse loved the baby.	The nurse loved the baby and cried {Conn} the nurse cried.	The nurse loved the baby and cried {Conn} the baby loved the nurse.	The nurse loved the baby and cried {Conn} the baby loved the nurse.
The virus stopped the antibodies and emerged {Conn} the virus stopped the antibodies.	The virus stopped the antibodies and emerged {Conn} the virus emerged.	The virus stopped the antibodies and emerged {Conn} the antibodies stopped the virus.	The virus stopped the antibodies and emerged {Conn} the antibodies emerged.
The antibodies stopped the virus and emerged {Conn} the antibodies stopped the virus.	The antibodies stopped the virus and emerged {Conn} the antibodies emerged.	The antibodies stopped the virus and emerged {Conn} the virus stopped the antibodies.	The antibodies stopped the virus and emerged {Conn} the virus emerged.
The virus stopped the antibodies and dwindled {Conn} the virus stopped the antibodies.	The virus stopped the antibodies and dwindled {Conn} the virus dwindled.	The virus stopped the antibodies and dwindled {Conn} the antibodies stopped the virus.	The virus stopped the antibodies and dwindled {Conn} the antibodies stopped the virus.
The antibodies stopped the virus and dwindled {Conn} the antibodies stopped the virus.	The antibodies stopped the virus and dwindled {Conn} the antibodies dwindled.	The antibodies stopped the virus and dwindled {Conn} the virus stopped the antibodies.	The antibodies stopped the virus and dwindled {Conn} the virus stopped the antibodies.
The chef squeezed the octopus and vanished {Conn} the chef squeezed the octopus.	The chef squeezed the octopus and vanished {Conn} the chef vanished.	The chef squeezed the octopus and vanished {Conn} the octopus squeezed the chef.	The chef squeezed the octopus and vanished {Conn} the octopus vanished.
The octopus squeezed the chef and vanished {Conn} the octopus squeezed the chef.	The octopus squeezed the chef and vanished {Conn} the octopus vanished.	The octopus squeezed the chef and vanished {Conn} the chef squeezed the octopus.	The octopus squeezed the chef and vanished {Conn} the chef vanished.
The chef squeezed the octopus and gasped {Conn} the chef squeezed the octopus.	The chef squeezed the octopus and gasped {Conn} the chef gasped.	The chef squeezed the octopus and gasped {Conn} the octopus squeezed the chef.	The chef squeezed the octopus and gasped {Conn} the octopus squeezed the chef.
The octopus squeezed the chef and gasped {Conn} the octopus squeezed the chef.	The octopus squeezed the chef and gasped {Conn} the octopus gasped.	The octopus squeezed the chef and gasped {Conn} the chef squeezed the octopus.	The octopus squeezed the chef and gasped {Conn} the chef squeezed the octopus.
The journalist pestered the senator and wrote {Conn} the journalist pestered the senator.	The journalist pestered the senator and wrote {Conn} the journalist wrote.	The journalist pestered the senator and wrote {Conn} the senator pestered the journalist.	The journalist pestered the senator and wrote {Conn} the senator wrote.
The senator pestered the journalist and wrote {Conn} the senator pestered the journalist.	The senator pestered the journalist and wrote {Conn} the senator wrote.	The senator pestered the journalist and wrote {Conn} the journalist pestered the senator.	The senator pestered the journalist and wrote {Conn} the journalist wrote.
The journalist pestered the senator and fumed {Conn} the journalist pestered the senator.	The journalist pestered the senator and fumed {Conn} the journalist fumed.	The journalist pestered the senator and fumed {Conn} the senator pestered the journalist.	The journalist pestered the senator and fumed {Conn} the senator pestered the journalist.
The senator pestered the journalist and fumed {Conn} the senator pestered the journalist.	The senator pestered the journalist and fumed {Conn} the senator fumed.	The senator pestered the journalist and fumed {Conn} the journalist pestered the senator.	The senator pestered the journalist and fumed {Conn} the journalist pestered the senator.
The ant saw the grasshopper and worked {Conn} the ant saw the grasshopper.	The ant saw the grasshopper and worked {Conn} the ant worked.	The ant saw the grasshopper and worked {Conn} the grasshopper saw the ant.	The ant saw the grasshopper and worked {Conn} the grasshopper worked.
The grasshopper saw the ant and worked {Conn} the grasshopper saw the ant.	The grasshopper saw the ant and worked {Conn} the grasshopper worked.	The grasshopper saw the ant and worked {Conn} the ant saw the grasshopper.	The grasshopper saw the ant and worked {Conn} the ant worked.
The ant saw the grasshopper and played {Conn} the ant saw the grasshopper.	The ant saw the grasshopper and played {Conn} the ant played.	The ant saw the grasshopper and played {Conn} the grasshopper saw the ant.	The ant saw the grasshopper and played {Conn} the grasshopper saw the ant.
The grasshopper saw the ant and played {Conn} the grasshopper saw the ant.	The grasshopper saw the ant and played {Conn} the grasshopper played.	The grasshopper saw the ant and played {Conn} the ant saw the grasshopper.	The grasshopper saw the ant and played {Conn} the ant saw the grasshopper.
