inference	item	correct	crossing	subform.id
The car burned and the tree shook{Conn}the car burned.	0	True	True	1
The car burned and the tree shook{Conn}the tree shook.	0	True	True	2
The car burned and the tree shook{Conn}the tree burned.	0	False	True	1
The car burned and the tree shook{Conn}the car shook.	0	False	True	2
The tree burned and the car shook{Conn}the tree burned.	0	True	True	1
The tree burned and the car shook{Conn}the car shook.	0	True	True	2
The tree burned and the car shook{Conn}the car burned.	0	False	True	1
The tree burned and the car shook{Conn}the tree shook.	0	False	True	2
The car shook and the tree burned{Conn}the car shook.	0	True	True	1
The car shook and the tree burned{Conn}the tree burned.	0	True	True	2
The car shook and the tree burned{Conn}the tree shook.	0	False	True	1
The car shook and the tree burned{Conn}the car burned.	0	False	True	2
The tree shook and the car burned{Conn}the tree shook.	0	True	True	1
The tree shook and the car burned{Conn}the car burned.	0	True	True	2
The tree shook and the car burned{Conn}the tree burned.	0	False	True	1
The tree shook and the car burned{Conn}the car shook.	0	False	True	2
The grandma smiled and the girl laughed{Conn}the grandma smiled.	1	True	True	1
The grandma smiled and the girl laughed{Conn}the girl laughed.	1	True	True	2
The grandma smiled and the girl laughed{Conn}the girl smiled.	1	False	True	1
The grandma smiled and the girl laughed{Conn}the grandma laughed.	1	False	True	2
The girl smiled and the grandma laughed{Conn}the girl smiled.	1	True	True	1
The girl smiled and the grandma laughed{Conn}the grandma laughed.	1	True	True	2
The girl smiled and the grandma laughed{Conn}the grandma smiled.	1	False	True	1
The girl smiled and the grandma laughed{Conn}the girl laughed.	1	False	True	2
The grandma laughed and the girl smiled{Conn}the grandma laughed.	1	True	True	1
The grandma laughed and the girl smiled{Conn}the girl smiled.	1	True	True	2
The grandma laughed and the girl smiled{Conn}the girl laughed.	1	False	True	1
The grandma laughed and the girl smiled{Conn}the grandma smiled.	1	False	True	2
The girl laughed and the grandma smiled{Conn}the girl laughed.	1	True	True	1
The girl laughed and the grandma smiled{Conn}the grandma smiled.	1	True	True	2
The girl laughed and the grandma smiled{Conn}the girl smiled.	1	False	True	1
The girl laughed and the grandma smiled{Conn}the grandma laughed.	1	False	True	2
The dog jumped and the cat hid{Conn}the dog jumped.	2	True	True	1
The dog jumped and the cat hid{Conn}the cat hid.	2	True	True	2
The dog jumped and the cat hid{Conn}the cat jumped.	2	False	True	1
The dog jumped and the cat hid{Conn}the dog hid.	2	False	True	2
