inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
The car hit the tree and burned, by contrast, the car hit the tree.	0	True	True				, by contrast, 	46
The car hit the tree and burned; by contrast, the car hit the tree.	0	True	True				; by contrast, 	46
The car hit the tree and burned, on the other hand, the car hit the tree.	0	True	True				, on the other hand, 	52
The car hit the tree and burned; on the other hand, the car hit the tree.	0	True	True				; on the other hand, 	52
The car hit the tree and burned, thus, the car hit the tree.	0	True	True				, thus, 	39
The car hit the tree and burned; thus, the car hit the tree.	0	True	True				; thus, 	39
The car hit the tree and burned, that is, the car hit the tree.	0	True	True				, that is, 	42
The car hit the tree and burned; that is, the car hit the tree.	0	True	True				; that is, 	42
The car hit the tree and burned, therefore, the car hit the tree.	0	True	True				, therefore, 	44
The car hit the tree and burned; therefore, the car hit the tree.	0	True	True				; therefore, 	44
The car hit the tree and burned, in short, the car hit the tree.	0	True	True				, in short, 	43
The car hit the tree and burned; in short, the car hit the tree.	0	True	True				; in short, 	43
The car hit the tree and burned, by contrast, the car burned.	0	True	False				, by contrast, 	46
The car hit the tree and burned; by contrast, the car burned.	0	True	False				; by contrast, 	46
The car hit the tree and burned, on the other hand, the car burned.	0	True	False				, on the other hand, 	52
The car hit the tree and burned; on the other hand, the car burned.	0	True	False				; on the other hand, 	52
The car hit the tree and burned, thus, the car burned.	0	True	False				, thus, 	39
The car hit the tree and burned; thus, the car burned.	0	True	False				; thus, 	39
The car hit the tree and burned, that is, the car burned.	0	True	False				, that is, 	42
The car hit the tree and burned; that is, the car burned.	0	True	False				; that is, 	42
The car hit the tree and burned, therefore, the car burned.	0	True	False				, therefore, 	44
The car hit the tree and burned; therefore, the car burned.	0	True	False				; therefore, 	44
The car hit the tree and burned, in short, the car burned.	0	True	False				, in short, 	43
The car hit the tree and burned; in short, the car burned.	0	True	False				; in short, 	43
The car hit the tree and burned, by contrast, the tree hit the car.	0	False	True				, by contrast, 	46
The car hit the tree and burned; by contrast, the tree hit the car.	0	False	True				; by contrast, 	46
The car hit the tree and burned, on the other hand, the tree hit the car.	0	False	True				, on the other hand, 	52
The car hit the tree and burned; on the other hand, the tree hit the car.	0	False	True				; on the other hand, 	52
The car hit the tree and burned, thus, the tree hit the car.	0	False	True				, thus, 	39
The car hit the tree and burned; thus, the tree hit the car.	0	False	True				; thus, 	39
The car hit the tree and burned, that is, the tree hit the car.	0	False	True				, that is, 	42
The car hit the tree and burned; that is, the tree hit the car.	0	False	True				; that is, 	42
The car hit the tree and burned, therefore, the tree hit the car.	0	False	True				, therefore, 	44
The car hit the tree and burned; therefore, the tree hit the car.	0	False	True				; therefore, 	44
The car hit the tree and burned, in short, the tree hit the car.	0	False	True				, in short, 	43
The car hit the tree and burned; in short, the tree hit the car.	0	False	True				; in short, 	43
The car hit the tree and burned, by contrast, the tree burned.	0	False	False				, by contrast, 	46
The car hit the tree and burned; by contrast, the tree burned.	0	False	False				; by contrast, 	46
The car hit the tree and burned, on the other hand, the tree burned.	0	False	False				, on the other hand, 	52
The car hit the tree and burned; on the other hand, the tree burned.	0	False	False				; on the other hand, 	52
The car hit the tree and burned, thus, the tree burned.	0	False	False				, thus, 	39
The car hit the tree and burned; thus, the tree burned.	0	False	False				; thus, 	39
The car hit the tree and burned, that is, the tree burned.	0	False	False				, that is, 	42
The car hit the tree and burned; that is, the tree burned.	0	False	False				; that is, 	42
The car hit the tree and burned, therefore, the tree burned.	0	False	False				, therefore, 	44
The car hit the tree and burned; therefore, the tree burned.	0	False	False				; therefore, 	44
The car hit the tree and burned, in short, the tree burned.	0	False	False				, in short, 	43
The car hit the tree and burned; in short, the tree burned.	0	False	False				; in short, 	43
The tree hit the car and burned, by contrast, the tree hit the car.	0	True	True				, by contrast, 	46
The tree hit the car and burned; by contrast, the tree hit the car.	0	True	True				; by contrast, 	46
The tree hit the car and burned, on the other hand, the tree hit the car.	0	True	True				, on the other hand, 	52
The tree hit the car and burned; on the other hand, the tree hit the car.	0	True	True				; on the other hand, 	52
The tree hit the car and burned, thus, the tree hit the car.	0	True	True				, thus, 	39
The tree hit the car and burned; thus, the tree hit the car.	0	True	True				; thus, 	39
The tree hit the car and burned, that is, the tree hit the car.	0	True	True				, that is, 	42
The tree hit the car and burned; that is, the tree hit the car.	0	True	True				; that is, 	42
The tree hit the car and burned, therefore, the tree hit the car.	0	True	True				, therefore, 	44
The tree hit the car and burned; therefore, the tree hit the car.	0	True	True				; therefore, 	44
The tree hit the car and burned, in short, the tree hit the car.	0	True	True				, in short, 	43
The tree hit the car and burned; in short, the tree hit the car.	0	True	True				; in short, 	43
The tree hit the car and burned, by contrast, the tree burned.	0	True	False				, by contrast, 	46
The tree hit the car and burned; by contrast, the tree burned.	0	True	False				; by contrast, 	46
The tree hit the car and burned, on the other hand, the tree burned.	0	True	False				, on the other hand, 	52
The tree hit the car and burned; on the other hand, the tree burned.	0	True	False				; on the other hand, 	52
The tree hit the car and burned, thus, the tree burned.	0	True	False				, thus, 	39
The tree hit the car and burned; thus, the tree burned.	0	True	False				; thus, 	39
The tree hit the car and burned, that is, the tree burned.	0	True	False				, that is, 	42
The tree hit the car and burned; that is, the tree burned.	0	True	False				; that is, 	42
The tree hit the car and burned, therefore, the tree burned.	0	True	False				, therefore, 	44
The tree hit the car and burned; therefore, the tree burned.	0	True	False				; therefore, 	44
The tree hit the car and burned, in short, the tree burned.	0	True	False				, in short, 	43
The tree hit the car and burned; in short, the tree burned.	0	True	False				; in short, 	43
The tree hit the car and burned, by contrast, the car hit the tree.	0	False	True				, by contrast, 	46
The tree hit the car and burned; by contrast, the car hit the tree.	0	False	True				; by contrast, 	46
The tree hit the car and burned, on the other hand, the car hit the tree.	0	False	True				, on the other hand, 	52
The tree hit the car and burned; on the other hand, the car hit the tree.	0	False	True				; on the other hand, 	52
The tree hit the car and burned, thus, the car hit the tree.	0	False	True				, thus, 	39
The tree hit the car and burned; thus, the car hit the tree.	0	False	True				; thus, 	39
The tree hit the car and burned, that is, the car hit the tree.	0	False	True				, that is, 	42
The tree hit the car and burned; that is, the car hit the tree.	0	False	True				; that is, 	42
The tree hit the car and burned, therefore, the car hit the tree.	0	False	True				, therefore, 	44
The tree hit the car and burned; therefore, the car hit the tree.	0	False	True				; therefore, 	44
The tree hit the car and burned, in short, the car hit the tree.	0	False	True				, in short, 	43
The tree hit the car and burned; in short, the car hit the tree.	0	False	True				; in short, 	43
The tree hit the car and burned, by contrast, the car burned.	0	False	False				, by contrast, 	46
The tree hit the car and burned; by contrast, the car burned.	0	False	False				; by contrast, 	46
The tree hit the car and burned, on the other hand, the car burned.	0	False	False				, on the other hand, 	52
The tree hit the car and burned; on the other hand, the car burned.	0	False	False				; on the other hand, 	52
The tree hit the car and burned, thus, the car burned.	0	False	False				, thus, 	39
The tree hit the car and burned; thus, the car burned.	0	False	False				; thus, 	39
The tree hit the car and burned, that is, the car burned.	0	False	False				, that is, 	42
The tree hit the car and burned; that is, the car burned.	0	False	False				; that is, 	42
The tree hit the car and burned, therefore, the car burned.	0	False	False				, therefore, 	44
The tree hit the car and burned; therefore, the car burned.	0	False	False				; therefore, 	44
The tree hit the car and burned, in short, the car burned.	0	False	False				, in short, 	43
The tree hit the car and burned; in short, the car burned.	0	False	False				; in short, 	43
The car hit the tree and shook, by contrast, the car hit the tree.	0	True	True				, by contrast, 	45
The car hit the tree and shook; by contrast, the car hit the tree.	0	True	True				; by contrast, 	45
The car hit the tree and shook, on the other hand, the car hit the tree.	0	True	True				, on the other hand, 	51
The car hit the tree and shook; on the other hand, the car hit the tree.	0	True	True				; on the other hand, 	51
The car hit the tree and shook, thus, the car hit the tree.	0	True	True				, thus, 	38
The car hit the tree and shook; thus, the car hit the tree.	0	True	True				; thus, 	38
The car hit the tree and shook, that is, the car hit the tree.	0	True	True				, that is, 	41
The car hit the tree and shook; that is, the car hit the tree.	0	True	True				; that is, 	41
The car hit the tree and shook, therefore, the car hit the tree.	0	True	True				, therefore, 	43
The car hit the tree and shook; therefore, the car hit the tree.	0	True	True				; therefore, 	43
The car hit the tree and shook, in short, the car hit the tree.	0	True	True				, in short, 	42
The car hit the tree and shook; in short, the car hit the tree.	0	True	True				; in short, 	42
The car hit the tree and shook, by contrast, the car shook.	0	True	False				, by contrast, 	45
The car hit the tree and shook; by contrast, the car shook.	0	True	False				; by contrast, 	45
The car hit the tree and shook, on the other hand, the car shook.	0	True	False				, on the other hand, 	51
The car hit the tree and shook; on the other hand, the car shook.	0	True	False				; on the other hand, 	51
The car hit the tree and shook, thus, the car shook.	0	True	False				, thus, 	38
The car hit the tree and shook; thus, the car shook.	0	True	False				; thus, 	38
The car hit the tree and shook, that is, the car shook.	0	True	False				, that is, 	41
The car hit the tree and shook; that is, the car shook.	0	True	False				; that is, 	41
The car hit the tree and shook, therefore, the car shook.	0	True	False				, therefore, 	43
