E_nX	E_X	C_nX	C_X
{Prep} the car , the tree burned and shook {Conn} the tree burned.	{Prep} the car , the tree burned and shook {Conn} the tree shook.	{Prep} the car , the tree burned and shook {Conn} the car burned.	{Prep} the car , the tree burned and shook {Conn} the car shook.
{Prep} the tree , the car burned and shook {Conn} the car burned.	{Prep} the tree , the car burned and shook {Conn} the car shook.	{Prep} the tree , the car burned and shook {Conn} the tree burned.	{Prep} the tree , the car burned and shook {Conn} the tree shook.
{Prep} the car , the tree shook and burned {Conn} the tree shook.	{Prep} the car , the tree shook and burned {Conn} the tree burned.	{Prep} the car , the tree shook and burned {Conn} the car shook.	{Prep} the car , the tree shook and burned {Conn} the car burned.
{Prep} the tree , the car shook and burned {Conn} the car shook.	{Prep} the tree , the car shook and burned {Conn} the car burned.	{Prep} the tree , the car shook and burned {Conn} the tree shook.	{Prep} the tree , the car shook and burned {Conn} the tree burned.
{Prep} the grandma , the girl smiled and laughed {Conn} the girl smiled.	{Prep} the grandma , the girl smiled and laughed {Conn} the girl laughed.	{Prep} the grandma , the girl smiled and laughed {Conn} the grandma smiled.	{Prep} the grandma , the girl smiled and laughed {Conn} the grandma laughed.
{Prep} the girl , the grandma smiled and laughed {Conn} the grandma smiled.	{Prep} the girl , the grandma smiled and laughed {Conn} the grandma laughed.	{Prep} the girl , the grandma smiled and laughed {Conn} the girl smiled.	{Prep} the girl , the grandma smiled and laughed {Conn} the girl laughed.
{Prep} the grandma , the girl laughed and smiled {Conn} the girl laughed.	{Prep} the grandma , the girl laughed and smiled {Conn} the girl smiled.	{Prep} the grandma , the girl laughed and smiled {Conn} the grandma laughed.	{Prep} the grandma , the girl laughed and smiled {Conn} the grandma smiled.
{Prep} the girl , the grandma laughed and smiled {Conn} the grandma laughed.	{Prep} the girl , the grandma laughed and smiled {Conn} the grandma smiled.	{Prep} the girl , the grandma laughed and smiled {Conn} the girl laughed.	{Prep} the girl , the grandma laughed and smiled {Conn} the girl smiled.
{Prep} the dog , the cat jumped and hid {Conn} the cat jumped.	{Prep} the dog , the cat jumped and hid {Conn} the cat hid.	{Prep} the dog , the cat jumped and hid {Conn} the dog jumped.	{Prep} the dog , the cat jumped and hid {Conn} the dog hid.
{Prep} the cat , the dog jumped and hid {Conn} the dog jumped.	{Prep} the cat , the dog jumped and hid {Conn} the dog hid.	{Prep} the cat , the dog jumped and hid {Conn} the cat jumped.	{Prep} the cat , the dog jumped and hid {Conn} the cat hid.
{Prep} the dog , the cat hid and jumped {Conn} the cat hid.	{Prep} the dog , the cat hid and jumped {Conn} the cat jumped.	{Prep} the dog , the cat hid and jumped {Conn} the dog hid.	{Prep} the dog , the cat hid and jumped {Conn} the dog jumped.
{Prep} the cat , the dog hid and jumped {Conn} the dog hid.	{Prep} the cat , the dog hid and jumped {Conn} the dog jumped.	{Prep} the cat , the dog hid and jumped {Conn} the cat hid.	{Prep} the cat , the dog hid and jumped {Conn} the cat jumped.
{Prep} the lion , the tiger growled and yawned {Conn} the tiger growled.	{Prep} the lion , the tiger growled and yawned {Conn} the tiger yawned.	{Prep} the lion , the tiger growled and yawned {Conn} the lion growled.	{Prep} the lion , the tiger growled and yawned {Conn} the lion yawned.
{Prep} the tiger , the lion growled and yawned {Conn} the lion growled.	{Prep} the tiger , the lion growled and yawned {Conn} the lion yawned.	{Prep} the tiger , the lion growled and yawned {Conn} the tiger growled.	{Prep} the tiger , the lion growled and yawned {Conn} the tiger yawned.
{Prep} the lion , the tiger yawned and growled {Conn} the tiger yawned.	{Prep} the lion , the tiger yawned and growled {Conn} the tiger growled.	{Prep} the lion , the tiger yawned and growled {Conn} the lion yawned.	{Prep} the lion , the tiger yawned and growled {Conn} the lion growled.
{Prep} the tiger , the lion yawned and growled {Conn} the lion yawned.	{Prep} the tiger , the lion yawned and growled {Conn} the lion growled.	{Prep} the tiger , the lion yawned and growled {Conn} the tiger yawned.	{Prep} the tiger , the lion yawned and growled {Conn} the tiger growled.
{Prep} the doctor , the patient sat and blinked {Conn} the patient sat.	{Prep} the doctor , the patient sat and blinked {Conn} the patient blinked.	{Prep} the doctor , the patient sat and blinked {Conn} the doctor sat.	{Prep} the doctor , the patient sat and blinked {Conn} the doctor blinked.
{Prep} the patient , the doctor sat and blinked {Conn} the doctor sat.	{Prep} the patient , the doctor sat and blinked {Conn} the doctor blinked.	{Prep} the patient , the doctor sat and blinked {Conn} the patient sat.	{Prep} the patient , the doctor sat and blinked {Conn} the patient blinked.
{Prep} the doctor , the patient blinked and sat {Conn} the patient blinked.	{Prep} the doctor , the patient blinked and sat {Conn} the patient sat.	{Prep} the doctor , the patient blinked and sat {Conn} the doctor blinked.	{Prep} the doctor , the patient blinked and sat {Conn} the doctor sat.
