E_nX	E_X	C_nX	C_X
The car {Comp} hit the tree burned {Conn} the car hit the tree.	The car {Comp} hit the tree burned {Conn} the car burned.	The car {Comp} hit the tree burned {Conn} the tree hit the car.	The car {Comp} hit the tree burned {Conn} the tree burned.
The tree {Comp} hit the car burned {Conn} the tree hit the car.	The tree {Comp} hit the car burned {Conn} the tree burned.	The tree {Comp} hit the car burned {Conn} the car hit the tree.	The tree {Comp} hit the car burned {Conn} the car burned.
The car {Comp} hit the tree shook {Conn} the car hit the tree.	The car {Comp} hit the tree shook {Conn} the car shook.	The car {Comp} hit the tree shook {Conn} the tree hit the car.	The car {Comp} hit the tree shook {Conn} the tree shook.
The tree {Comp} hit the car shook {Conn} the tree hit the car.	The tree {Comp} hit the car shook {Conn} the tree shook.	The tree {Comp} hit the car shook {Conn} the car hit the tree.	The tree {Comp} hit the car shook {Conn} the car shook.
The grandma {Comp} kissed the girl smiled {Conn} the grandma kissed the girl.	The grandma {Comp} kissed the girl smiled {Conn} the grandma smiled.	The grandma {Comp} kissed the girl smiled {Conn} the girl kissed the grandma.	The grandma {Comp} kissed the girl smiled {Conn} the girl smiled.
The girl {Comp} kissed the grandma smiled {Conn} the girl kissed the grandma.	The girl {Comp} kissed the grandma smiled {Conn} the girl smiled.	The girl {Comp} kissed the grandma smiled {Conn} the grandma kissed the girl.	The girl {Comp} kissed the grandma smiled {Conn} the grandma smiled.
The grandma {Comp} kissed the girl laughed {Conn} the grandma kissed the girl.	The grandma {Comp} kissed the girl laughed {Conn} the grandma laughed.	The grandma {Comp} kissed the girl laughed {Conn} the girl kissed the grandma.	The grandma {Comp} kissed the girl laughed {Conn} the girl laughed.
The girl {Comp} kissed the grandma laughed {Conn} the girl kissed the grandma.	The girl {Comp} kissed the grandma laughed {Conn} the girl laughed.	The girl {Comp} kissed the grandma laughed {Conn} the grandma kissed the girl.	The girl {Comp} kissed the grandma laughed {Conn} the grandma laughed.
The dog {Comp} bit the cat jumped {Conn} the dog bit the cat.	The dog {Comp} bit the cat jumped {Conn} the dog jumped.	The dog {Comp} bit the cat jumped {Conn} the cat bit the dog.	The dog {Comp} bit the cat jumped {Conn} the cat jumped.
The cat {Comp} bit the dog jumped {Conn} the cat bit the dog.	The cat {Comp} bit the dog jumped {Conn} the cat jumped.	The cat {Comp} bit the dog jumped {Conn} the dog bit the cat.	The cat {Comp} bit the dog jumped {Conn} the dog jumped.
The dog {Comp} bit the cat hid {Conn} the dog bit the cat.	The dog {Comp} bit the cat hid {Conn} the dog hid.	The dog {Comp} bit the cat hid {Conn} the cat bit the dog.	The dog {Comp} bit the cat hid {Conn} the cat hid.
The cat {Comp} bit the dog hid {Conn} the cat bit the dog.	The cat {Comp} bit the dog hid {Conn} the cat hid.	The cat {Comp} bit the dog hid {Conn} the dog bit the cat.	The cat {Comp} bit the dog hid {Conn} the dog hid.
The lion {Comp} chased the tiger growled {Conn} the lion chased the tiger.	The lion {Comp} chased the tiger growled {Conn} the lion growled.	The lion {Comp} chased the tiger growled {Conn} the tiger chased the lion.	The lion {Comp} chased the tiger growled {Conn} the tiger growled.
The tiger {Comp} chased the lion growled {Conn} the tiger chased the lion.	The tiger {Comp} chased the lion growled {Conn} the tiger growled.	The tiger {Comp} chased the lion growled {Conn} the lion chased the tiger.	The tiger {Comp} chased the lion growled {Conn} the lion growled.
The lion {Comp} chased the tiger yawned {Conn} the lion chased the tiger.	The lion {Comp} chased the tiger yawned {Conn} the lion yawned.	The lion {Comp} chased the tiger yawned {Conn} the tiger chased the lion.	The lion {Comp} chased the tiger yawned {Conn} the tiger yawned.
The tiger {Comp} chased the lion yawned {Conn} the tiger chased the lion.	The tiger {Comp} chased the lion yawned {Conn} the tiger yawned.	The tiger {Comp} chased the lion yawned {Conn} the lion chased the tiger.	The tiger {Comp} chased the lion yawned {Conn} the lion yawned.
The doctor {Comp} reviewed the patient sat {Conn} the doctor reviewed the patient.	The doctor {Comp} reviewed the patient sat {Conn} the doctor sat.	The doctor {Comp} reviewed the patient sat {Conn} the patient reviewed the doctor.	The doctor {Comp} reviewed the patient sat {Conn} the patient sat.
The patient {Comp} reviewed the doctor sat {Conn} the patient reviewed the doctor.	The patient {Comp} reviewed the doctor sat {Conn} the patient sat.	The patient {Comp} reviewed the doctor sat {Conn} the doctor reviewed the patient.	The patient {Comp} reviewed the doctor sat {Conn} the doctor sat.
The doctor {Comp} reviewed the patient blinked {Conn} the doctor reviewed the patient.	The doctor {Comp} reviewed the patient blinked {Conn} the doctor blinked.	The doctor {Comp} reviewed the patient blinked {Conn} the patient reviewed the doctor.	The doctor {Comp} reviewed the patient blinked {Conn} the patient blinked.
