inference	item	correct	crossing	subform.id	{Prep}	{E/D}	{Comp}	{Conn}	connective.summ	surprisal.idx
The car burned and the tree shook, by contrast, the car burned.	0	True	True	1				, by contrast, 	False	48
The car burned and the tree shook; by contrast, the car burned.	0	True	True	1				; by contrast, 	False	48
The car burned and the tree shook, on the other hand, the car burned.	0	True	True	1				, on the other hand, 	False	54
The car burned and the tree shook; on the other hand, the car burned.	0	True	True	1				; on the other hand, 	False	54
The car burned and the tree shook, thus, the car burned.	0	True	True	1				, thus, 	True	41
The car burned and the tree shook; thus, the car burned.	0	True	True	1				; thus, 	True	41
The car burned and the tree shook, that is, the car burned.	0	True	True	1				, that is, 	True	44
The car burned and the tree shook; that is, the car burned.	0	True	True	1				; that is, 	True	44
The car burned and the tree shook, therefore, the car burned.	0	True	True	1				, therefore, 	True	46
The car burned and the tree shook; therefore, the car burned.	0	True	True	1				; therefore, 	True	46
The car burned and the tree shook, in short, the car burned.	0	True	True	1				, in short, 	True	45
The car burned and the tree shook; in short, the car burned.	0	True	True	1				; in short, 	True	45
The car burned and the tree shook, by contrast, the tree shook.	0	True	True	2				, by contrast, 	False	48
The car burned and the tree shook; by contrast, the tree shook.	0	True	True	2				; by contrast, 	False	48
The car burned and the tree shook, on the other hand, the tree shook.	0	True	True	2				, on the other hand, 	False	54
The car burned and the tree shook; on the other hand, the tree shook.	0	True	True	2				; on the other hand, 	False	54
The car burned and the tree shook, thus, the tree shook.	0	True	True	2				, thus, 	True	41
The car burned and the tree shook; thus, the tree shook.	0	True	True	2				; thus, 	True	41
The car burned and the tree shook, that is, the tree shook.	0	True	True	2				, that is, 	True	44
The car burned and the tree shook; that is, the tree shook.	0	True	True	2				; that is, 	True	44
The car burned and the tree shook, therefore, the tree shook.	0	True	True	2				, therefore, 	True	46
The car burned and the tree shook; therefore, the tree shook.	0	True	True	2				; therefore, 	True	46
The car burned and the tree shook, in short, the tree shook.	0	True	True	2				, in short, 	True	45
The car burned and the tree shook; in short, the tree shook.	0	True	True	2				; in short, 	True	45
The car burned and the tree shook, by contrast, the tree burned.	0	False	True	1				, by contrast, 	False	48
The car burned and the tree shook; by contrast, the tree burned.	0	False	True	1				; by contrast, 	False	48
The car burned and the tree shook, on the other hand, the tree burned.	0	False	True	1				, on the other hand, 	False	54
The car burned and the tree shook; on the other hand, the tree burned.	0	False	True	1				; on the other hand, 	False	54
The car burned and the tree shook, thus, the tree burned.	0	False	True	1				, thus, 	True	41
The car burned and the tree shook; thus, the tree burned.	0	False	True	1				; thus, 	True	41
The car burned and the tree shook, that is, the tree burned.	0	False	True	1				, that is, 	True	44
The car burned and the tree shook; that is, the tree burned.	0	False	True	1				; that is, 	True	44
The car burned and the tree shook, therefore, the tree burned.	0	False	True	1				, therefore, 	True	46
The car burned and the tree shook; therefore, the tree burned.	0	False	True	1				; therefore, 	True	46
The car burned and the tree shook, in short, the tree burned.	0	False	True	1				, in short, 	True	45
The car burned and the tree shook; in short, the tree burned.	0	False	True	1				; in short, 	True	45
The car burned and the tree shook, by contrast, the car shook.	0	False	True	2				, by contrast, 	False	48
The car burned and the tree shook; by contrast, the car shook.	0	False	True	2				; by contrast, 	False	48
The car burned and the tree shook, on the other hand, the car shook.	0	False	True	2				, on the other hand, 	False	54
The car burned and the tree shook; on the other hand, the car shook.	0	False	True	2				; on the other hand, 	False	54
The car burned and the tree shook, thus, the car shook.	0	False	True	2				, thus, 	True	41
The car burned and the tree shook; thus, the car shook.	0	False	True	2				; thus, 	True	41
The car burned and the tree shook, that is, the car shook.	0	False	True	2				, that is, 	True	44
The car burned and the tree shook; that is, the car shook.	0	False	True	2				; that is, 	True	44
The car burned and the tree shook, therefore, the car shook.	0	False	True	2				, therefore, 	True	46
The car burned and the tree shook; therefore, the car shook.	0	False	True	2				; therefore, 	True	46
The car burned and the tree shook, in short, the car shook.	0	False	True	2				, in short, 	True	45
The car burned and the tree shook; in short, the car shook.	0	False	True	2				; in short, 	True	45
The tree burned and the car shook, by contrast, the tree burned.	0	True	True	1				, by contrast, 	False	48
The tree burned and the car shook; by contrast, the tree burned.	0	True	True	1				; by contrast, 	False	48
The tree burned and the car shook, on the other hand, the tree burned.	0	True	True	1				, on the other hand, 	False	54
The tree burned and the car shook; on the other hand, the tree burned.	0	True	True	1				; on the other hand, 	False	54
The tree burned and the car shook, thus, the tree burned.	0	True	True	1				, thus, 	True	41
The tree burned and the car shook; thus, the tree burned.	0	True	True	1				; thus, 	True	41
The tree burned and the car shook, that is, the tree burned.	0	True	True	1				, that is, 	True	44
The tree burned and the car shook; that is, the tree burned.	0	True	True	1				; that is, 	True	44
The tree burned and the car shook, therefore, the tree burned.	0	True	True	1				, therefore, 	True	46
The tree burned and the car shook; therefore, the tree burned.	0	True	True	1				; therefore, 	True	46
The tree burned and the car shook, in short, the tree burned.	0	True	True	1				, in short, 	True	45
The tree burned and the car shook; in short, the tree burned.	0	True	True	1				; in short, 	True	45
