inference	item	correct	crossing	subform.id	{Prep}	{E/D}	{Comp}	{Conn}	connective.summ	surprisal.idx
Nearby the car , the tree burned and shook, by contrast, the tree burned.	0	True	True	1	Nearby			, by contrast, 	False	57
By the car , the tree burned and shook, by contrast, the tree burned.	0	True	True	1	By			, by contrast, 	False	57
Near the car , the tree burned and shook, by contrast, the tree burned.	0	True	True	1	Near			, by contrast, 	False	57
Nearby the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	1	Nearby			; by contrast, 	False	57
By the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	1	By			; by contrast, 	False	57
Near the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	1	Near			; by contrast, 	False	57
Nearby the car , the tree burned and shook, on the other hand, the tree burned.	0	True	True	1	Nearby			, on the other hand, 	False	63
By the car , the tree burned and shook, on the other hand, the tree burned.	0	True	True	1	By			, on the other hand, 	False	63
Near the car , the tree burned and shook, on the other hand, the tree burned.	0	True	True	1	Near			, on the other hand, 	False	63
Nearby the car , the tree burned and shook; on the other hand, the tree burned.	0	True	True	1	Nearby			; on the other hand, 	False	63
By the car , the tree burned and shook; on the other hand, the tree burned.	0	True	True	1	By			; on the other hand, 	False	63
Near the car , the tree burned and shook; on the other hand, the tree burned.	0	True	True	1	Near			; on the other hand, 	False	63
Nearby the car , the tree burned and shook, thus, the tree burned.	0	True	True	1	Nearby			, thus, 	True	50
By the car , the tree burned and shook, thus, the tree burned.	0	True	True	1	By			, thus, 	True	50
Near the car , the tree burned and shook, thus, the tree burned.	0	True	True	1	Near			, thus, 	True	50
Nearby the car , the tree burned and shook; thus, the tree burned.	0	True	True	1	Nearby			; thus, 	True	50
By the car , the tree burned and shook; thus, the tree burned.	0	True	True	1	By			; thus, 	True	50
Near the car , the tree burned and shook; thus, the tree burned.	0	True	True	1	Near			; thus, 	True	50
Nearby the car , the tree burned and shook, that is, the tree burned.	0	True	True	1	Nearby			, that is, 	True	53
By the car , the tree burned and shook, that is, the tree burned.	0	True	True	1	By			, that is, 	True	53
Near the car , the tree burned and shook, that is, the tree burned.	0	True	True	1	Near			, that is, 	True	53
Nearby the car , the tree burned and shook; that is, the tree burned.	0	True	True	1	Nearby			; that is, 	True	53
By the car , the tree burned and shook; that is, the tree burned.	0	True	True	1	By			; that is, 	True	53
Near the car , the tree burned and shook; that is, the tree burned.	0	True	True	1	Near			; that is, 	True	53
Nearby the car , the tree burned and shook, therefore, the tree burned.	0	True	True	1	Nearby			, therefore, 	True	55
By the car , the tree burned and shook, therefore, the tree burned.	0	True	True	1	By			, therefore, 	True	55
Near the car , the tree burned and shook, therefore, the tree burned.	0	True	True	1	Near			, therefore, 	True	55
Nearby the car , the tree burned and shook; therefore, the tree burned.	0	True	True	1	Nearby			; therefore, 	True	55
By the car , the tree burned and shook; therefore, the tree burned.	0	True	True	1	By			; therefore, 	True	55
Near the car , the tree burned and shook; therefore, the tree burned.	0	True	True	1	Near			; therefore, 	True	55
Nearby the car , the tree burned and shook, in short, the tree burned.	0	True	True	1	Nearby			, in short, 	True	54
By the car , the tree burned and shook, in short, the tree burned.	0	True	True	1	By			, in short, 	True	54
Near the car , the tree burned and shook, in short, the tree burned.	0	True	True	1	Near			, in short, 	True	54
Nearby the car , the tree burned and shook; in short, the tree burned.	0	True	True	1	Nearby			; in short, 	True	54
By the car , the tree burned and shook; in short, the tree burned.	0	True	True	1	By			; in short, 	True	54
Near the car , the tree burned and shook; in short, the tree burned.	0	True	True	1	Near			; in short, 	True	54
Nearby the car , the tree burned and shook, by contrast, the tree burned.	0	True	True	1	Nearby			, by contrast, 	False	57
Nearby the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	1	Nearby			; by contrast, 	False	57
Nearby the car , the tree burned and shook, on the other hand, the tree burned.	0	True	True	1	Nearby			, on the other hand, 	False	63
Nearby the car , the tree burned and shook; on the other hand, the tree burned.	0	True	True	1	Nearby			; on the other hand, 	False	63
Nearby the car , the tree burned and shook, thus, the tree burned.	0	True	True	1	Nearby			, thus, 	True	50
Nearby the car , the tree burned and shook; thus, the tree burned.	0	True	True	1	Nearby			; thus, 	True	50
Nearby the car , the tree burned and shook, that is, the tree burned.	0	True	True	1	Nearby			, that is, 	True	53
Nearby the car , the tree burned and shook; that is, the tree burned.	0	True	True	1	Nearby			; that is, 	True	53
Nearby the car , the tree burned and shook, therefore, the tree burned.	0	True	True	1	Nearby			, therefore, 	True	55
Nearby the car , the tree burned and shook; therefore, the tree burned.	0	True	True	1	Nearby			; therefore, 	True	55
Nearby the car , the tree burned and shook, in short, the tree burned.	0	True	True	1	Nearby			, in short, 	True	54
Nearby the car , the tree burned and shook; in short, the tree burned.	0	True	True	1	Nearby			; in short, 	True	54
By the car , the tree burned and shook, by contrast, the tree burned.	0	True	True	1	By			, by contrast, 	False	53
By the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	1	By			; by contrast, 	False	53
By the car , the tree burned and shook, on the other hand, the tree burned.	0	True	True	1	By			, on the other hand, 	False	59
By the car , the tree burned and shook; on the other hand, the tree burned.	0	True	True	1	By			; on the other hand, 	False	59
By the car , the tree burned and shook, thus, the tree burned.	0	True	True	1	By			, thus, 	True	46
By the car , the tree burned and shook; thus, the tree burned.	0	True	True	1	By			; thus, 	True	46
By the car , the tree burned and shook, that is, the tree burned.	0	True	True	1	By			, that is, 	True	49
By the car , the tree burned and shook; that is, the tree burned.	0	True	True	1	By			; that is, 	True	49
By the car , the tree burned and shook, therefore, the tree burned.	0	True	True	1	By			, therefore, 	True	51
By the car , the tree burned and shook; therefore, the tree burned.	0	True	True	1	By			; therefore, 	True	51
By the car , the tree burned and shook, in short, the tree burned.	0	True	True	1	By			, in short, 	True	50
By the car , the tree burned and shook; in short, the tree burned.	0	True	True	1	By			; in short, 	True	50
Near the car , the tree burned and shook, by contrast, the tree burned.	0	True	True	1	Near			, by contrast, 	False	55
Near the car , the tree burned and shook; by contrast, the tree burned.	0	True	True	1	Near			; by contrast, 	False	55
Near the car , the tree burned and shook, on the other hand, the tree burned.	0	True	True	1	Near			, on the other hand, 	False	61
