inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
95.13977813720703	0	True	False		This is	that	; by contrast, 	48
95.13977813720703	0	True	False		This is	that	; by contrast, 	48
95.14209747314453	0	True	False		This is	that	; in short, 	45
95.14209747314453	0	True	False		This is	that	; in short, 	45
108.73181915283203	0	True	False		This is	that	; by contrast, 	46
108.73417663574219	0	True	False		This is	that	; in short, 	43
95.13977813720703	0	True	False		This is	that	; by contrast, 	48
95.14209747314453	0	True	False		This is	that	; in short, 	45
81.54743194580078	0	True	False		This is	that	; by contrast, 	50
81.54972839355469	0	True	False		This is	that	; in short, 	47
95.13977813720703	0	True	False		This is	that	; by contrast, 	48
95.14209747314453	0	True	False		This is	that	; in short, 	45
95.14204406738281	0	False	False		This is	that	; by contrast, 	48
95.14204406738281	0	False	False		This is	that	; by contrast, 	48
95.14315795898438	0	False	False		This is	that	; in short, 	45
95.14315795898438	0	False	False		This is	that	; in short, 	45
108.73408508300781	0	False	False		This is	that	; by contrast, 	46
108.73524475097656	0	False	False		This is	that	; in short, 	43
95.14204406738281	0	False	False		This is	that	; by contrast, 	48
95.14315795898438	0	False	False		This is	that	; in short, 	45
81.54969024658203	0	False	False		This is	that	; by contrast, 	50
81.55079650878906	0	False	False		This is	that	; in short, 	47
95.14204406738281	0	False	False		This is	that	; by contrast, 	48
95.14315795898438	0	False	False		This is	that	; in short, 	45
95.14205932617188	0	True	False		This is	that	; by contrast, 	48
95.14205932617188	0	True	False		This is	that	; by contrast, 	48
95.14329528808594	0	True	False		This is	that	; in short, 	45
95.14329528808594	0	True	False		This is	that	; in short, 	45
108.73411560058594	0	True	False		This is	that	; by contrast, 	46
108.73540496826172	0	True	False		This is	that	; in short, 	43
95.14205932617188	0	True	False		This is	that	; by contrast, 	48
95.14329528808594	0	True	False		This is	that	; in short, 	45
81.54972839355469	0	True	False		This is	that	; by contrast, 	50
81.55094146728516	0	True	False		This is	that	; in short, 	47
95.14205932617188	0	True	False		This is	that	; by contrast, 	48
95.14329528808594	0	True	False		This is	that	; in short, 	45
95.14046478271484	0	False	False		This is	that	; by contrast, 	48
95.14046478271484	0	False	False		This is	that	; by contrast, 	48
95.14256286621094	0	False	False		This is	that	; in short, 	45
95.14256286621094	0	False	False		This is	that	; in short, 	45
108.73251342773438	0	False	False		This is	that	; by contrast, 	46
108.73465728759766	0	False	False		This is	that	; in short, 	43
95.14046478271484	0	False	False		This is	that	; by contrast, 	48
95.14256286621094	0	False	False		This is	that	; in short, 	45
81.5481185913086	0	False	False		This is	that	; by contrast, 	50
81.55020141601562	0	False	False		This is	that	; in short, 	47
95.14046478271484	0	False	False		This is	that	; by contrast, 	48
95.14256286621094	0	False	False		This is	that	; in short, 	45
95.14238739013672	1	True	False		This is	that	; by contrast, 	55
