inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
35.76121520996094	0	True	True				, by contrast, 	48
35.61356735229492	0	True	True				; by contrast, 	48
36.140220642089844	0	True	True				, on the other hand, 	54
36.406341552734375	0	True	True				; on the other hand, 	54
36.177711486816406	0	True	True				, thus, 	41
36.081886291503906	0	True	True				; thus, 	41
36.49516296386719	0	True	True				, that is, 	44
36.3336181640625	0	True	True				; that is, 	44
36.11614990234375	0	True	True				, therefore, 	46
36.53723907470703	0	True	True				; therefore, 	46
36.31644821166992	0	True	True				, in short, 	45
36.54758834838867	0	True	True				; in short, 	45
39.4128303527832	0	True	True				, by contrast, 	48
39.29142761230469	0	True	True				; by contrast, 	48
39.71556091308594	0	True	True				, on the other hand, 	54
39.76220703125	0	True	True				; on the other hand, 	54
39.50857925415039	0	True	True				, thus, 	41
39.34794235229492	0	True	True				; thus, 	41
37.47234344482422	0	True	True				, that is, 	44
37.90510940551758	0	True	True				; that is, 	44
39.475242614746094	0	True	True				, therefore, 	46
40.05583572387695	0	True	True				; therefore, 	46
38.39574432373047	0	True	True				, in short, 	45
39.05449676513672	0	True	True				; in short, 	45
35.614234924316406	0	False	True				, by contrast, 	48
35.615989685058594	0	False	True				; by contrast, 	48
36.15684509277344	0	False	True				, on the other hand, 	54
36.339195251464844	0	False	True				; on the other hand, 	54
35.97149658203125	0	False	True				, thus, 	41
36.24769592285156	0	False	True				; thus, 	41
35.378597259521484	0	False	True				, that is, 	44
35.62442398071289	0	False	True				; that is, 	44
35.684593200683594	0	False	True				, therefore, 	46
36.405303955078125	0	False	True				; therefore, 	46
35.68343734741211	0	False	True				, in short, 	45
36.260372161865234	0	False	True				; in short, 	45
38.93921661376953	0	False	True				, by contrast, 	48
38.84462356567383	0	False	True				; by contrast, 	48
39.07095718383789	0	False	True				, on the other hand, 	54
39.42643737792969	0	False	True				; on the other hand, 	54
38.96664810180664	0	False	True				, thus, 	41
38.96174621582031	0	False	True				; thus, 	41
38.034446716308594	0	False	True				, that is, 	44
38.2119140625	0	False	True				; that is, 	44
39.3155403137207	0	False	True				, therefore, 	46
39.91031265258789	0	False	True				; therefore, 	46
38.29087829589844	0	False	True				, in short, 	45
38.919639587402344	0	False	True				; in short, 	45
35.09866714477539	0	True	True				, by contrast, 	48
35.14692687988281	0	True	True				; by contrast, 	48
35.607635498046875	0	True	True				, on the other hand, 	54
35.747249603271484	0	True	True				; on the other hand, 	54
35.353118896484375	0	True	True				, thus, 	41
35.470069885253906	0	True	True				; thus, 	41
34.97756576538086	0	True	True				, that is, 	44
34.98392105102539	0	True	True				; that is, 	44
35.231666564941406	0	True	True				, therefore, 	46
35.84430694580078	0	True	True				; therefore, 	46
34.886131286621094	0	True	True				, in short, 	45
35.77672576904297	0	True	True				; in short, 	45
38.81970977783203	0	True	True				, by contrast, 	48
38.74622344970703	0	True	True				; by contrast, 	48
38.93695831298828	0	True	True				, on the other hand, 	54
39.21733856201172	0	True	True				; on the other hand, 	54
38.642845153808594	0	True	True				, thus, 	41
38.657508850097656	0	True	True				; thus, 	41
37.888633728027344	0	True	True				, that is, 	44
37.958839416503906	0	True	True				; that is, 	44
38.88581085205078	0	True	True				, therefore, 	46
39.61688995361328	0	True	True				; therefore, 	46
38.1434440612793	0	True	True				, in short, 	45
38.70051574707031	0	True	True				; in short, 	45
34.794952392578125	0	False	True				, by contrast, 	48
34.93175506591797	0	False	True				; by contrast, 	48
35.31324768066406	0	False	True				, on the other hand, 	54
35.80023956298828	0	False	True				; on the other hand, 	54
