inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
95.14006805419922	0	True	True				; by contrast, 	46
95.14132690429688	0	True	True				; in short, 	43
67.9554672241211	0	True	False				; by contrast, 	46
67.95719909667969	0	True	False				; in short, 	43
95.13811492919922	0	False	True				; by contrast, 	46
95.14075469970703	0	False	True				; in short, 	43
67.9515151977539	0	False	False				; by contrast, 	46
67.95540618896484	0	False	False				; in short, 	43
95.13802337646484	0	True	True				; by contrast, 	46
95.14075469970703	0	True	True				; in short, 	43
67.95040130615234	0	True	False				; by contrast, 	46
67.95499420166016	0	True	False				; in short, 	43
95.1396713256836	0	False	True				; by contrast, 	46
95.14124298095703	0	False	True				; in short, 	43
67.95475769042969	0	False	False				; by contrast, 	46
67.95691680908203	0	False	False				; in short, 	43
95.13938903808594	0	True	True				; by contrast, 	45
95.14142608642578	0	True	True				; in short, 	42
67.95645141601562	0	True	False				; by contrast, 	45
67.95745849609375	0	True	False				; in short, 	42
95.13739776611328	0	False	True				; by contrast, 	45
95.140869140625	0	False	True				; in short, 	42
95.13739776611328	0	False	False				; by contrast, 	45
95.140869140625	0	False	False				; in short, 	42
95.1363525390625	0	True	True				; by contrast, 	45
95.14044189453125	0	True	True				; in short, 	42
67.95181274414062	0	True	False				; by contrast, 	45
67.95481872558594	0	True	False				; in short, 	42
95.13836669921875	0	False	True				; by contrast, 	45
95.14098358154297	0	False	True				; in short, 	42
95.13836669921875	0	False	False				; by contrast, 	45
95.14098358154297	0	False	False				; in short, 	42
95.1386489868164	1	True	True				; by contrast, 	53
95.14080047607422	1	True	True				; in short, 	50
67.95426940917969	1	True	False				; by contrast, 	53
67.9549560546875	1	True	False				; in short, 	50
95.13874816894531	1	False	True				; by contrast, 	53
95.140380859375	1	False	True				; in short, 	50
67.9542236328125	1	False	False				; by contrast, 	53
67.95404052734375	1	False	False				; in short, 	50
95.13961791992188	1	True	True				; by contrast, 	53
95.14090728759766	1	True	True				; in short, 	50
67.95500946044922	1	True	False				; by contrast, 	53
