inference	item	correct	crossing	{Prep}	{E/D}	{Comp}	{Conn}	surprisal_idx
54.36420440673828	0	True	False			that	; by contrast, 	49
54.36574935913086	0	True	False			that	; in short, 	46
67.95655822753906	0	True	False			that	; by contrast, 	47
67.95811462402344	0	True	False			that	; in short, 	44
81.54693603515625	0	True	False			that	; by contrast, 	49
81.5489730834961	0	True	False			that	; in short, 	46
95.13927459716797	0	True	False			that	; by contrast, 	47
95.14134216308594	0	True	False			that	; in short, 	44
54.3602180480957	0	False	False			that	; by contrast, 	49
54.364078521728516	0	False	False			that	; in short, 	46
67.95256805419922	0	False	False			that	; by contrast, 	47
67.9564437866211	0	False	False			that	; in short, 	44
81.548583984375	0	False	False			that	; by contrast, 	49
81.5499267578125	0	False	False			that	; in short, 	46
95.14093017578125	0	False	False			that	; by contrast, 	47
95.14228820800781	0	False	False			that	; in short, 	44
54.36018371582031	0	True	False			that	; by contrast, 	49
54.363956451416016	0	True	False			that	; in short, 	46
67.95252990722656	0	True	False			that	; by contrast, 	47
67.95631408691406	0	True	False			that	; in short, 	44
81.54808044433594	0	True	False			that	; by contrast, 	49
81.54976654052734	0	True	False			that	; in short, 	46
95.14042663574219	0	True	False			that	; by contrast, 	47
95.14212799072266	0	True	False			that	; in short, 	44
54.36375045776367	0	False	False			that	; by contrast, 	49
54.36541748046875	0	False	False			that	; in short, 	46
67.95609283447266	0	False	False			that	; by contrast, 	47
67.95777893066406	0	False	False			that	; in short, 	44
81.54618835449219	0	False	False			that	; by contrast, 	49
81.54865264892578	0	False	False			that	; in short, 	46
95.13853454589844	0	False	False			that	; by contrast, 	47
95.14100646972656	0	False	False			that	; in short, 	44
54.363975524902344	0	True	False			that	; by contrast, 	48
54.3648681640625	0	True	False			that	; in short, 	45
67.95632934570312	0	True	False			that	; by contrast, 	46
67.95722961425781	0	True	False			that	; in short, 	43
81.54596710205078	0	True	False			that	; by contrast, 	48
81.54856872558594	0	True	False			that	; in short, 	45
95.1383285522461	0	True	False			that	; by contrast, 	46
95.14093017578125	0	True	False			that	; in short, 	43
54.36113739013672	0	False	False			that	; by contrast, 	48
54.363258361816406	0	False	False			that	; in short, 	45
67.9534912109375	0	False	False			that	; by contrast, 	46
67.95561218261719	0	False	False			that	; in short, 	43
81.54795837402344	0	False	False			that	; by contrast, 	48
81.54946899414062	0	False	False			that	; in short, 	45
95.14030456542969	0	False	False			that	; by contrast, 	46
